Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
220. Hercules Against the Moon Men,1964,1h 28m,Unrated,2.9,2K,,"Hercules is summoned to oppose the evil Queen Samara, who has allied herself with aliens and is sacrificing her own people in a bid to awaken a moon goddess.",https://www.imdb.com/title/tt0058311/?ref_=sr_i_220
221. The Misadventures of Merlin Jones,1964,1h 31m,G,6.2,876,,"Merlin Jones, resident genius at Midvale College, inadvertently gets into a string of scrapes, both in college and with the law-much to the distress of his long-suffering girlfriend and the local district judge.",https://www.imdb.com/title/tt0058355/?ref_=sr_i_221
222. The Girl and the Echo,1964,59m,,7.7,422,,Movie about a friendship of two children - a girl and a boy during the last day of summer holiday.,https://www.imdb.com/title/tt0194918/?ref_=sr_i_222
223. The 7th Dawn,1964,2h 3m,Not Rated,6.4,1.2K,,"Political and personal intrigues surround a group of characters in Malaya, after the close of the Second World War.",https://www.imdb.com/title/tt0057813/?ref_=sr_i_223
224. The Comedy Man,1964,1h 32m,Approved,6.8,332,,"Charles Byrd, known as ""Chick"", has spent his adult life acting in small repertory companies all over the UK, and he's never had much luck. All too aware that he's no longer young, Chick makes one last stab at finding success in London.",https://www.imdb.com/title/tt0056942/?ref_=sr_i_224
225. Dandelions by the Roots,1964,1h 35m,,5.8,714,,"Jockey Jack has a bill open with a gangster just released from jail. He somehow manages to parry the gangster's knife attack backstage at a theatre and the latter ends up dead being put into a double bass case. A day later the gangster mysteriously has disappeared, but it turns out that he was carrying a bet ticket for a horse race now worth over a million. A turbulent run for the money begins.",https://www.imdb.com/title/tt0057414/?ref_=sr_i_225
226. The T.A.M.I. Show,1964,2h 3m,,8.2,1K,,Surf pop duo Jan and Dean host this showcase of performances by popular rock and roll and R&B musicians of the era.,https://www.imdb.com/title/tt0058631/?ref_=sr_i_226
227. The Curse of the Living Corpse,1964,1h 24m,Approved,5.3,890,,"Relatives gather in an old house for the reading of a will, but the ""dead"" man comes back to life and starts killing.",https://www.imdb.com/title/tt0057985/?ref_=sr_i_227
228. The Monster of Camp Sunshine or How I Learned to Stop Worrying and Love Nature,1964,1h 14m,,3.9,567,,"A scientist carelessly dumps some toxic waste into a river. The gardener at a nudist camp drinks the water, turns into a monster and attacks all the (female) nudists.",https://www.imdb.com/title/tt0126456/?ref_=sr_i_228
229. Lemonade Joe,1964,1h 24m,,7.4,3.1K,,"Straight shooting Lemonade Joe cleans up Stetson City, in this musical parody of early Westerns, after shooting the pants off villain Old Pistol. Joe's endorsement of Kolaloka lemonade as the refresher that assures deadly aim, convinces the Arizona sin-town to abstain from alcohol. But Trigger Whiskey maker Duke Badman's brother the devious gunslinger Hogofogo, comes to save his sibling's saloon from Joe's allies, father and daughter temperance revivalists, the Goodmans. Based on famous Czech parody novel from the 1940s and its various stage adaptations.",https://www.imdb.com/title/tt0058275/?ref_=sr_i_229
230. Warm Nights and Hot Pleasures,1964,1h 18m,,4.3,73,,"Three College friends go off to New York to become Broadway stars and they endure an endless parade of casting couches and frauds in their pursuit of Limelight, which puts more and more strains on their friendships.",https://www.imdb.com/title/tt0057670/?ref_=sr_i_230
231. In the Wild West,1964,1h 28m,,4.1,106,,"When Black Bill's father is murdered and his uncle kidnapped, he sets out in pursuit of the perpetrators.",https://www.imdb.com/title/tt0058114/?ref_=sr_i_231
232. Swingers' Paradise,1964,1h 53m,Not Rated,5.3,333,,A group of (literally) drifting popsters find themselves involved in a grim sand-and-sandals desert movie. They reckon a few song-and-dance numbers would liven things up.,https://www.imdb.com/title/tt0058755/?ref_=sr_i_232
233. Sangam,1964,3h 58m,,7.3,2K,,"Returning home from war after being assumed dead, a pilot weds the woman he has long loved, unaware that she had been planning to marry his best friend.",https://www.imdb.com/title/tt0058547/?ref_=sr_i_233
234. Amongst Vultures,1964,1h 38m,Approved,5.9,1.9K,,Outlaws disguised as Indians commit crimes against settlers but Winnetou and Old Surehand are determined to unmask the bandits and keep the peace between settlers and Indians.,https://www.imdb.com/title/tt0058709/?ref_=sr_i_234
235. Honeymoon Hotel,1964,1h 29m,Approved,5.1,287,,"Jay Menlow is jilted at the altar by his fiancée, Cynthia Hampton. His pal, Ross Kingsley, persuades him to use his reserved-in-advance accommodations at the Boca Roca Hotel (honeymooners only) in lieu of the doomed honeymoon. Ross will accompany him to bolster him up and Cynthia will soon beg to have him back. Ross' gesture is not quite as altruistic as it appears. He has been fooling around with Sherry Nugent, his employer Mr. Sampson's girlfriend, and figures that a brief exodus from New York and his boss is in his own best interest. However, Mr. Sampson shows up followed by his ever loving wife who has decided to find out just what goes on on her husband ""business"" trips. Complications, including schemes to avoid the hotel's ""no bachelors allowed"" rule also follow.",https://www.imdb.com/title/tt0058204/?ref_=sr_i_235
236. White Slaves of Chinatown,1964,1h 12m,,4.9,229,,Olga uses pot parties and comic-book violence to turn Gigi Darlene and other female captives before putting them to work as drug-addicted hookers.,https://www.imdb.com/title/tt0129598/?ref_=sr_i_236
237. 491,1964,1h 50m,,5.8,439,,"Six youth criminals are chosen to participate in a social experiment, named ""Guesthouse Objectivity"" (Pensionatet Sakligheten), where they are assigned to live together in an apartment while being supervised by two forgiving social workers.",https://www.imdb.com/title/tt0057810/?ref_=sr_i_237
238. Lullaby of Bareland,1964,57m,,5.5,51,,"A husband and wife, seeking to renew the excitement in their relationship, enjoy a weekend away from each other. He spends his time watching a exotic dancer. She goes to a nudist camp and partakes of various nudist activities.",https://www.imdb.com/title/tt0275481/?ref_=sr_i_238
239. Tintin and the Blue Oranges,1964,1h 45m,,4.8,1.2K,,"Tintin, with the help of his dog Milú, Captain Haddock and a group of children, tries to find the whereabouts of professor Tornasol and a Spanish colleague, who have been kidnapped in Spain after finding a solution to world hunger.",https://www.imdb.com/title/tt0058663/?ref_=sr_i_239
240. Shock Treatment,1964,1h 34m,Approved,6.6,630,,An actor hired to locate $1 million in stolen loot endures the rigors of an insane asylum.,https://www.imdb.com/title/tt0058585/?ref_=sr_i_240
241. Dogora,1964,1h 23m,,5.6,1.1K,,An amorphous cellular life-form descends from the atmosphere to consume carbon in the form of diamonds.,https://www.imdb.com/title/tt0058698/?ref_=sr_i_241
242. The Outlaws Is Coming,1964,1h 28m,Approved,6.0,763,,"Larry, Moe, and Curly Joe work for an editor at a Boston wildlife conservation magazine. They make such a mess of the pressroom that their publisher gets rid of them by sending them out west to stop the slaughter of buffalo. Upon their arrival they find themselves being sought after by every notorious gunslinger in history, including Wyatt Earp, Wild Bill Hickcock, and Jesse James. Luckily, pistol-packing Annie Oakley, who has fallen in love with the handsome editor, agrees to protect them against the bad guys.",https://www.imdb.com/title/tt0059558/?ref_=sr_i_242
243. To Trap a Spy,1964,1h 32m,Not Rated,6.0,582,,"The pilot for the TV series ""The Man From U.N.C.L.E.,"" re-edited and released to theaters as a feature.",https://www.imdb.com/title/tt0061098/?ref_=sr_i_243
244. The Strangler,1964,1h 29m,Approved,6.6,1.3K,,"An overweight lab technician with low self esteem, brought on by his dominant mother, becomes a serial killer of female nurses.",https://www.imdb.com/title/tt0058622/?ref_=sr_i_244
245. Haqeeqat,1964,3h 4m,,7.8,572,,A platoon of Indian soldiers encounters harsh realities while fighting in the Sino-Indian War of 1962.,https://www.imdb.com/title/tt0154565/?ref_=sr_i_245
246. Dragoste lunga de-o seara,1964,1h 37m,,6.5,26,,,https://www.imdb.com/title/tt0172356/?ref_=sr_i_246
247. Ferry Cross the Mersey,1964,1h 28m,G,6.7,202,,"Gerry and Fred Marsden, Les McGuire, and Les ""Chad"" Chadwick portray themselves in a romp through the early-1960s Liverpool Beat Scene. Art students by day and musicians by night, the boys' big break comes by winning a local talent contest. But first, they must retrieve their instruments, which have been mistakenly carried to the airport.",https://www.imdb.com/title/tt0059175/?ref_=sr_i_247
248. East of Sudan,1964,1h 25m,Approved,5.0,289,,"During the Mahdist insurrection in the Anglo-Egyptian Sudan, veteran colonial Private Baker teams up with freshly arrived gentleman Murchison, trying to evacuate from southern Barash the Emir's daughter Asua and her English governess, Miss Woodville. It's a perilous journey on the Nile and its banks. They must face crocodiles, Arab slavers, and a backward Negro tribe they prey on, where King Gondoko's missionary-raised brother Kimrasi saves and joins them. Once in capital Khartum, they find the revolt has reached it and the men join the fight.",https://www.imdb.com/title/tt0060362/?ref_=sr_i_248
249. Blood on the Arrow,1964,1h 31m,Approved,5.1,278,,"In 1871 Arizona, an escaped outlaw survives an Indian attack and helps a trading-post family retrieve their kidnapped son from marauding Apaches.",https://www.imdb.com/title/tt0057891/?ref_=sr_i_249
250. Rhino!,1964,1h 31m,,5.5,174,,"A zoologist captures endangered African animals to release in reserves. Poachers and locals oppose his methods. With a nurse's help, he demonstrates relocating animals is better than killing them.",https://www.imdb.com/title/tt0058522/?ref_=sr_i_250
251. The Monster of the Opera,1964,1h 24m,,5.4,264,,"A theater troupe rent an old theater which has been closed for years. While busy rehearsing for their next play, an elderly caretaker repeatedly warns them of impending doom if they don't leave immediately.",https://www.imdb.com/title/tt0058377/?ref_=sr_i_251
252. Nothing But the Best,1964,1h 39m,,6.6,513,,"A young and ambitious businessman hires an unemployed upper-class man to tutor him in the life skills which he thinks are necessary to succeed. When he succeeds, disaster threatens.",https://www.imdb.com/title/tt0058415/?ref_=sr_i_252
253. Mr. X in Bombay,1964,2h 6m,Not Rated,6.4,149,,Shobha's dad who is a scientist gets into a difficult situation after an experiment he was conducting goes wrong and kills his employee Manohar.,https://www.imdb.com/title/tt0357926/?ref_=sr_i_253
"254. Wolves, Pigs and People",1964,1h 35m,,7.4,241,,A lonely gangster tries recruiting men to plunder a respected and powerful gang.,https://www.imdb.com/title/tt0300290/?ref_=sr_i_254
255. Kisses for My President,1964,1h 53m,Not Rated,5.5,761,,"A husband must take on the role of First Lady when his wife becomes the first female US President, navigating women's groups and social events.",https://www.imdb.com/title/tt0058266/?ref_=sr_i_255
256. Surf Party,1964,1h 8m,Approved,4.3,325,,A young girl travels to California with a couple of friends in order to visit her brother. After they arrive it doesn't take long for them to get into the swing of things and also to attract the attention of the local police sergeant.,https://www.imdb.com/title/tt0058626/?ref_=sr_i_256
257. Oh! Those Most Secret Agents,1964,1h 29m,,5.6,199,,Franco and Ciccio are two simple-minded Italian guys whom are mistaken by KGB spies by government agents from their government and other foreign governments.,https://www.imdb.com/title/tt0058885/?ref_=sr_i_257
258. How to Succeed with Girls,1964,1h 26m,,5.3,51,,"In Judge Goodbody's court, chorus girls tell how the Peeping Phantom would watch them undress, but the Phantom himself turns up with his own surprising testimony.",https://www.imdb.com/title/tt0150987/?ref_=sr_i_258
259. Einer frisst den anderen,1964,1h 24m,,5.4,329,,"Three thieves rip off a shipment of used money being sent back to the US. As they are escaping the robbery (after having taken a hostage), they wind up on an island in a hotel with an apparently crazed manager and a building full of demented residents.",https://www.imdb.com/title/tt0058024/?ref_=sr_i_259
260. Sommer i Tyrol,1964,1h 39m,,6.7,1.1K,,"At a lakeview hotel in Tyrol, Austria, circa 1900, the headwaiter is in love with the hotel owner, but she's in love with a womanizing guest.",https://www.imdb.com/title/tt0058600/?ref_=sr_i_260
261. Get Yourself a College Girl,1964,1h 27m,Approved,4.9,541,,A college co-ed tries to balance her time writing songs and dealing with her publisher who tries to pursue her.,https://www.imdb.com/title/tt0161612/?ref_=sr_i_261
262. Greed in the Sun,1964,2h 2m,,7.0,2.8K,,"A rough trucker assigns his new truck and its mysterious cargo to his newest employee, only to see it hijacked by one of his experienced drivers. Now, his friends are after him to retrieve the goods. Are 100,000 dollars worth dying for?",https://www.imdb.com/title/tt0056917/?ref_=sr_i_262
263. The Guns,1964,1h 20m,,7.6,772,,"In an extremely poor region in the Northeast of Brazil, a group of soldiers try to stop the population from sacking a food deposit.",https://www.imdb.com/title/tt0058122/?ref_=sr_i_263
264. Father of a Soldier,1964,1h 27m,Not Rated,8.3,4.7K,,"An old man goes to visit his wounded son in a hospital, but it turns out that he's already been released and is back on the front lines. Reluctant to return home empty-handed, he tries to follow and find him.",https://www.imdb.com/title/tt0169828/?ref_=sr_i_264
265. All These Women,1964,1h 20m,Not Rated,5.4,2.6K,,A critic blackmails a famous musician with his biography filled with the revelations of many of his women.,https://www.imdb.com/title/tt0058124/?ref_=sr_i_265
266. Revenge,1964,1h 44m,Not Rated,7.6,579,,"After killing a high-ranking officer in an illegal duel, a low-ranking samurai is declared insane and challenged to a fixed duel by the vengeful clan to which his dead opponent belonged to.",https://www.imdb.com/title/tt0185842/?ref_=sr_i_266
267. Sallah Shabati,1964,1h 50m,Not Rated,7.2,1.2K,,"The sharp, often hilarious satire that became the most successful film in Israeli history (until that time) is about new immigrants Sallah and his family, who are left in a shack near their promised apartment and are abandoned for months. A Yemenite Jewish family that was flown to Israel during ""Operation Magic Carpet"" - a clandestine operation that flew 49,000 Yemenite Jews to Israel the year after the state was formed - is forced to move to a government settlement camp. The patriarch of the family, portrayed by Chaim Topol, tries to make money and get better housing, in a country that can barely provide for its own and is in the midst absorbing hundreds of thousands of Jewish refugees from Arab countries.",https://www.imdb.com/title/tt0058541/?ref_=sr_i_267
268. Teenage Strangler,1964,1h 1m,PG-13,2.4,1.1K,,A troubled teen with an undeserved criminal past is the suspect when young women start turning up around town dead and marked up with lipstick.,https://www.imdb.com/title/tt0059786/?ref_=sr_i_268
269. Bebo's Girl,1964,1h 46m,,6.9,541,,"A country girl becomes involved with a partisan, follows him, and stands by him even when sentenced for crimes.",https://www.imdb.com/title/tt0057444/?ref_=sr_i_269
270. The Pink Pussy: Where Sin Lives,1964,1h 10m,,4.8,52,,"An attractive songstress lands herself a performing contract and leaves her home in Buenos Aires. She travels to Venezuela, and when arriving in Caracas, she soon discovers that her contract is a hoax made by a major drug baron.",https://www.imdb.com/title/tt0145644/?ref_=sr_i_270
271. Cruel Gun Story,1964,1h 27m,,7.2,1.3K,,"A convict fresh out of prison, with a handicapped sister, is coerced by a wealthy mob boss into organizing an armored racetrack car heist.",https://www.imdb.com/title/tt1446089/?ref_=sr_i_271
272. El padrecito,1964,2h 10m,,7.2,975,,A new priest comes to a little town causing discomfort to parishioners.,https://www.imdb.com/title/tt0058438/?ref_=sr_i_272
273. The Wrestling Women vs. the Aztec Mummy,1964,1h 25m,,4.3,419,,"If you've ever longed for a movie about wrestling women who take on various monsters, this is it. There is Xochitl, a female mummy, and her lover Tezomoc who is also a mummy, and he can turn into a snake or a bat, which is difficult to get half-Nelsons on. Loreta and the Golden Ruby join forces to battle the evil Prince Fujiyata and his Oriental female Judo wrestlers. The mummy Tezomoc is male and on the good side of the struggle (at least he fights the bad guys). The lady wrestlers earlier appeared in ""Doctor of Doom.""",https://www.imdb.com/title/tt0058304/?ref_=sr_i_273
274. Flight from Ashiya,1964,1h 40m,Not Rated,5.4,758,,A flight crew tries to save the survivors of a shipwreck off the coast of Japan during a raging typhoon.,https://www.imdb.com/title/tt0058104/?ref_=sr_i_274
275. The Dungeon of Harrow,1964,1h 26m,Not Rated,3.4,651,,"An evil, sadistic count lives in a waterfront castle with his insane family members. One day the survivor of a shipwreck washes ashore near the castle and finds himself a captive there.",https://www.imdb.com/title/tt0042423/?ref_=sr_i_275
276. Day-Dream,1964,1h 32m,,6.1,285,,"While under sedation in a dentist's office, a young art student has sex fantasies about naked women, vampires and a beautiful patient he saw in the office.",https://www.imdb.com/title/tt0058173/?ref_=sr_i_276
277. Night of the Vampires,1964,1h 26m,Approved,5.4,427,,A mad scientist and his bevy of vampires terrorize a German village. A detective and a witch set out to stop them.,https://www.imdb.com/title/tt0058106/?ref_=sr_i_277
278. Signpost to Murder,1964,1h 18m,Approved,6.2,547,,An escapee from an asylum takes refuge in a woman's house; but she has dark secrets of her own.,https://www.imdb.com/title/tt0059718/?ref_=sr_i_278
279. Time of Indifference,1964,1h 24m,,6.7,467,,"A penniless countess falls in love with a cad, unaware that he is also involved on the side with her beautiful daughter.",https://www.imdb.com/title/tt0058231/?ref_=sr_i_279
280. French Dressing,1964,1h 26m,Not Rated,6.0,464,,"A drab little English seaside town tries to improve its image--and increase its revenues--by holding a film festival. When a famous continental star agrees to attend, things get out of hand.",https://www.imdb.com/title/tt0057073/?ref_=sr_i_280
281. Beti Bete,1964,2h 25m,Not Rated,7.1,45,,"A widower with three young children finds himself in debt. Blinded, in an industrial accident, he loses his job and is admitted to hospital. Upon returning home, he overhears the heartless landlord criticising him for not dying instead of ""merely"" blinding himself because, if he were dead, the children could be looked after in an orphanage. He decides not to enter the house and disappears. Left alone, the children are evicted. They lose contact with one another after one is left on a train and another is kidnapped. Years pass. The children grow up in different homes under different circumstances. But fate has decreed that the family shall not be forever parted.",https://www.imdb.com/title/tt0057884/?ref_=sr_i_281
282. Hide and Seek,1964,1h 30m,,5.9,208,,"A Cambridge astrophysicist on routine business in London finds it frustratingly difficult to return a wallet of money to an Eastern European friend, a task complicated by a puzzling if scatterbrained society girl.",https://www.imdb.com/title/tt0160362/?ref_=sr_i_282
283. Giants of Rome,1964,1h 35m,Not Rated,4.9,307,,An elite group of soldiers led by the courageous Claudius Marcellus are handpicked by Julius Caesar to embark on a desperate and dangerous suicide mission to destroy the Druids' secret weapon.,https://www.imdb.com/title/tt0058140/?ref_=sr_i_283
284. Hamlet,1964,3h 11m,,7.7,537,,"The highly successful 1964 Richard Burton Broadway production of ""Hamlet"", deliberately staged in the style of a ""dress rehearsal"", but performed in front of a live audience.",https://www.imdb.com/title/tt0058175/?ref_=sr_i_284
285. Kosmos kai kosmakis,1964,1h 44m,,5.5,83,,"Yearning to make a fast buck, a suave swindler and his statuesque fiancée approach a factory owner and his wife who thirsts to break into the high-end social circles, unbeknownst to them that he is on to them. Will he get rid of them?",https://www.imdb.com/title/tt0123139/?ref_=sr_i_285
286. Italiano brava gente,1964,2h 17m,,7.1,437,,Chronicle of the unheralded and unsuccessful invasion of the Soviet Union by the Italian army during World War II.,https://www.imdb.com/title/tt0059323/?ref_=sr_i_286
287. Das Verrätertor,1964,1h 20m,,5.7,441,,A businessman organises a caper to steal the Crown Jewels from the Tower of London.,https://www.imdb.com/title/tt0058718/?ref_=sr_i_287
288. The Blood Drinkers,1964,1h 28m,GP,5.3,423,,A mad nobleman and his vampiric helpers terrify a small town until the villagers turn against them. This intriguing Filipino fright film was shot in an eerie combination of color and sepia tones.,https://www.imdb.com/title/tt0060175/?ref_=sr_i_288
289. Olga's House of Shame,1964,1h 10m,Not Rated,4.2,462,,"After having been run out of New York City's Chinatown, brothel owner Madame Olga moves her ring of prostitutes and criminals to a deserted ore mine and starts over.",https://www.imdb.com/title/tt0126562/?ref_=sr_i_289
290. Kashmir Ki Kali,1964,2h 48m,Not Rated,6.9,584,,A rich young man woos a proud girl against her father's wishes.,https://www.imdb.com/title/tt0058257/?ref_=sr_i_290
291. A Taste for Women,1964,1h 40m,,5.0,99,,"A secret sect of cannibals owns a vegetarian restaurant, which they use as a cover so they can find a beautiful young woman to serve as the main course at their full-moon sacrifice.",https://www.imdb.com/title/tt0057827/?ref_=sr_i_291
292. It Happened Here,1964,1h 33m,Not Rated,6.7,1.3K,,"In 1940, Germany invades Britain and transforms it into a Fascist state where some Britons collaborate and others resist. In 1944, Pauline, an apolitical Irish nurse becomes a reluctant player in the fight between the two sides.",https://www.imdb.com/title/tt0055024/?ref_=sr_i_292
293. Male Companion,1964,1h 32m,,6.4,219,,Antoine was raised into the easy life by his very rich grandfather. After the death of his grandfather the money has gone and Antoine falls under the influence of various easy people.,https://www.imdb.com/title/tt0059840/?ref_=sr_i_293
294. Bullet for a Badman,1964,1h 20m,Approved,6.4,1.1K,,Former Texas Rangers Sam Ward and Logan Keliher become enemies when Sam turns bank robber and Logan marries Sam's ex-wife.,https://www.imdb.com/title/tt0057905/?ref_=sr_i_294
295. Unsere tollen Tanten in der Südsee,1964,1h 28m,,4.3,42,,,https://www.imdb.com/title/tt0057625/?ref_=sr_i_295
296. Dark Purpose,1964,1h 37m,Approved,5.2,194,,"Shirley Jones plays an innocent young American abroad (Italy, specifically), assistant to the cynically sarcastic art historian Sanders. She becomes romantically involved with Sanders' current employer, the always charming Brazzi, unaware that he has a dark family secret.",https://www.imdb.com/title/tt0058234/?ref_=sr_i_296
297. Los novios de mis hijas,1964,1h 33m,PG,7.2,44,,"Una viuda, su ahijado y sus cuatro hijas se verán envueltos en un drama familiar, en el que también se involucrarán los jóvenes que las cortejan.",https://www.imdb.com/title/tt0272219/?ref_=sr_i_297
298. Yearning,1964,1h 38m,,8.0,2.2K,,"After a bombing raid destroys the family store and her husband, Reiko rebuilds and runs the shop out of love stopped short by destruction.",https://www.imdb.com/title/tt0058349/?ref_=sr_i_298
299. Back Door to Hell,1964,1h 15m,Approved,5.2,944,,"During World War II, a three man commando team places its trust in the hands of a band of Filipino resistants, as they try to knock out a Japanese communication center.",https://www.imdb.com/title/tt0057864/?ref_=sr_i_299
300. The Starfighters,1964,1h 18m,,1.6,3.5K,,"A young Air Force lieutenant falls in love with fighter planes while his father, a Congressman and war hero, yearns for him to fly heavy bombers.",https://www.imdb.com/title/tt0058615/?ref_=sr_i_300
301. Zhenitba Balzaminova,1964,1h 30m,,7.5,798,,"Listening to the sweet sound of the crazy old woman's song ""Dobraya, dobraya!"" curly dreamer can't decide to marry.",https://www.imdb.com/title/tt0058770/?ref_=sr_i_301
302. Intentions of Murder,1964,2h 30m,Not Rated,7.6,1.9K,,A housewife living under her tyrannical husband has her life stressfully turned upside down after getting raped by a burglar.,https://www.imdb.com/title/tt0057829/?ref_=sr_i_302
303. Flipper's New Adventure,1964,1h 34m,G,6.0,652,,Boy Sandy and Dolphin Flipper are in the Bahamas where they pester a bunch of outlaws holding an English family captive.,https://www.imdb.com/title/tt0058105/?ref_=sr_i_303
304. Empire,1964,8h 5m,,3.7,1.5K,,A single shot of the Empire State Building from early evening until nearly 3 am the next day.,https://www.imdb.com/title/tt0196530/?ref_=sr_i_304
305. The Yellow One,1964,1h 58m,,5.8,952,,"When a villain named ""the Shoot"" terrorizes the constituents of Albanian country, which he rules. Heroic Kara Ben Nemsi (Lex Barker), and his sidekick are the only ones who can stop him",https://www.imdb.com/title/tt0058553/?ref_=sr_i_305
306. This Is My Street,1964,1h 34m,,6.6,264,,"In this British kitchen-sink style drama, a bored housewife (June Ritchie) living in a run-down inner city London house begins an affair with her mother's lodger (Ian Hendry), who lives next door.",https://www.imdb.com/title/tt0057577/?ref_=sr_i_306
307. Mutiny in Outer Space,1964,1h 22m,,4.9,595,,A creeping fungus starts killing off astronauts on a trip back from the moon.,https://www.imdb.com/title/tt0059486/?ref_=sr_i_307
308. Just for You,1964,1h 3m,,5.6,81,,"Casey Paxton, a hopeful rock 'n' roll star, is trying to break into the business by going from studio to studio with his girlfriend, attempting to convince the radio and TV executives there to play his song.",https://www.imdb.com/title/tt0060314/?ref_=sr_i_308
309. Zindagi,1964,2h 37m,Not Rated,6.2,73,,"Beena works as a stage actress and lives a poor lifestyle with her widowed mother. One day while returning home she is molested by Bankhe and two other men, but Rajan comes to her rescue. He escorts her home and soon both of them fall in love with each other. Rajan's dad, Rai Bahadur Gangasaran, is wealthy and does not approve of Beena at all. But when Rajan threatens to leave him, he changes his mind and permits them to get married. After the marriage they settle down to a harmonious life and soon Beena becomes pregnant. One night while driving, Rajan gets a flat tire, he leaves Beena in the car in order to get help. When he returns Beena has disappeared. She returns home the next day, and everyone is relieved to have her back. A few days later they get the news that Gopal, the Manager of the Theatre that Beena used to work with, has been arrested and charged with killing a man named Ratanlal. Gangasaran is on the jury and would like Gopal to get a fair trial. The police find out that a woman was present with Gopal at the night of the murder, but Gopal refuses to divulge her name. As a result of this refusal, he is found guilty. When the sentence is about to be passed, Beena suddenly appears in Court and testifies that she was with Gopal the night of the murder. Gopal is set free, but Beena is shunned by Rajan and Gangasaran and not only driven out of the house, but also from the town. The question does remain - what compelled Beena to spend the night with Gopal, and why was Gopal accused of killing Ratanlal?",https://www.imdb.com/title/tt0058774/?ref_=sr_i_309
310. Bláznova kronika,1964,1h 22m,,7.2,546,,"Karel Zeman's brilliant animation, cowritten with Jurácek: ironic, surreal, following the adventures of a plowboy and a mercenary to the battlefields of the Thirty Years War.",https://www.imdb.com/title/tt0057894/?ref_=sr_i_310
311. FX 18,1964,1h 35m,,5.1,112,,Secret agent FX-18 goes undercover to break up an espionage ring.,https://www.imdb.com/title/tt0057966/?ref_=sr_i_311
312. Smokescreen,1964,1h 10m,,6.9,536,,A fastidious insurance assessor investigates a potential case of insurance fraud in Brighton and uncovers a murder.,https://www.imdb.com/title/tt0058596/?ref_=sr_i_312
313. Aap Ki Parchhaiyan,1964,2h 8m,Not Rated,6.7,55,,"A family drama with a special focus on two generations of the Chopra family. Dinanath Chopra lives in a small tenement with his wife, and two sons Baldev, and Chandramohan. Dinanath re-finances his house in order to get Baldev to study further and be a doctor, and also gets him married with Rekha who comes from a very wealthy family. Chandramohan studies in college, and has a sweetheart in the form of the gorgeous Asha. Asha lives with her mom, and dad, a sort of quack. Differences in the Baldev emerge and multiply. Baldev and Rekha move to their palatial house. The birth of a baby boy to Rekha does lighten things up a bit, but not for long. Dinanath loses his eyesight in an accident and becomes blind. Chandramohan goes out of town to look for employment, leaving his sick mother and blind father at the mercy of an uncaring daughter-in-law, and eventually the older couple are forced to leave Baldev's house. Chandramohan returns and is unable to locate them. What will be the fate of his parents in an unfriendly, cold, and heartless city?",https://www.imdb.com/title/tt0233145/?ref_=sr_i_313
314. Astro Boy,1964,1h 25m,,7.2,121,,"The story of Astroboy, a robot created by Dr Elephant, in the image of a boy, who has super strength and could fly.",https://www.imdb.com/title/tt0185719/?ref_=sr_i_314
315. Das 7. Opfer,1964,1h 33m,,5.7,214,,"(1964) Hansjorg Felmy, Ann Smyrner, Hans Nielson, Walter Rilla. Mystery at the track! A well-known thoroughbred is slain by a rival horse owner. Soon jockeys are being murdered by a mysterious killer. Scandals, blackmail, and drugs abound in this fine Wallace thriller. 16mm.",https://www.imdb.com/title/tt0058587/?ref_=sr_i_315
316. A Home of Your Own,1964,40m,,6.8,178,,Wordless comedy about the trials and tribulations which abound when a young couple attempt to build their dream home.,https://www.imdb.com/title/tt0058200/?ref_=sr_i_316
317. The Guns of August,1964,1h 40m,,7.6,297,,"Traces the origins and actions of World War I, from the funeral of Britain's King Edward VII to the Versailles Treaty.",https://www.imdb.com/title/tt0132998/?ref_=sr_i_317
318. Code Name: Tiger,1964,1h 30m,,4.9,266,,"A Turkish ambassador arrives in Paris to sign an important trade agreement, allowing Turkey to buy a sophisticated new war plane from France. Immediately he is the target of an assassin, and a special agent is assigned to protect him.",https://www.imdb.com/title/tt0058658/?ref_=sr_i_318
319. Mail Order Bride,1964,1h 23m,Approved,6.1,603,,Elderly Will Lane arranges marriage of wild son of dead friend to tame him.,https://www.imdb.com/title/tt0058318/?ref_=sr_i_319
320. What's Up Front!,1964,1h 23m,Not Rated,3.9,57,,A small-town boy saves a brassiere company from going bankrupt by becoming the world's greatest door-to-door bra salesman.,https://www.imdb.com/title/tt0057679/?ref_=sr_i_320
321. Seaside Swingers,1964,1h 34m,,5.0,206,,"1964 musical starring John Leyton, Mike Sarne, Freddie and the Dreamers, Ron Moody, Liz Fraser, Nicholas Parsons and Danny La Rue. A group of high-spirited teens find friendship, love and music.",https://www.imdb.com/title/tt0059691/?ref_=sr_i_321
322. Ya shagayu po Moskve,1964,1h 18m,,7.7,3.5K,,"Young Siberian writer Volodya meets Kolya in the Moscow metro in his visit to a famous author. Volodya and Kolya's friend Sasha adventure their love interests in their own way, while Kolya sets out to help them.",https://www.imdb.com/title/tt0057694/?ref_=sr_i_322
"323. Quick, Before It Melts",1964,1h 37m,,5.3,125,,"A reporter and a photographer become entwined with women, marriage, and a defecting Russian scientist while on an expedition to Antarctica for their magazine.",https://www.imdb.com/title/tt0058506/?ref_=sr_i_323
