Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
56. Carry on Cleo,1964,1h 32m,Not Rated,6.7,5.1K,,"Two Britons, Hengist and Horsa, are captured and enslaved by invading Romans and taken to Rome. One of their first encounters in Rome leaves Hengist being mistaken for a fighter, and gets drafted into the Royal Guard to protect Caesar.",https://www.imdb.com/title/tt0057918/?ref_=sr_i_56
57. The Naked Kiss,1964,1h 30m,Approved,7.2,9K,,"A former prostitute relocates to a buttoned-down suburb, determined to fit in with mainstream society. But perverse secrets simmer beneath the wholesome surface.",https://www.imdb.com/title/tt0058390/?ref_=sr_i_57
58. Marriage Italian Style,1964,1h 42m,Not Rated,7.4,12K,,Wealthy businessman Domenico and penniless prostitute Filumena share a large part of their lives in post-WWII Italy.,https://www.imdb.com/title/tt0058335/?ref_=sr_i_58
59. The Gospel According to St. Matthew,1964,2h 17m,Not Rated,7.6,14K,,The life of Jesus Christ according to the Gospel of Matthew. Film shows Christ as a Marxist avant-la-lettre and therefore uses half of the text of Matthew.,https://www.imdb.com/title/tt0058715/?ref_=sr_i_59
60. Topkapi,1964,2h,Unrated,6.9,11K,,A conman gets mixed up with a group of thieves who plan to rob an Istanbul museum to steal a jewelled dagger.,https://www.imdb.com/title/tt0058672/?ref_=sr_i_60
61. I Am Cuba,1964,2h 21m,Not Rated,8.2,11K,,Four vignettes about the lives of the Cuban people set during the pre-revolutionary era.,https://www.imdb.com/title/tt0058604/?ref_=sr_i_61
62. Strange Voyage,1964,1h 32m,,7.6,1.7K,,Go through peculiar visuals and nostalgiac sights as you see a classic couple undergo obstacles like no other.,https://www.imdb.com/title/tt0061633/?ref_=sr_i_62
63. Man's Favorite Sport?,1964,2h,Approved,7.1,6.4K,,"The author of a best-selling fishing guide is actually extremely inexperienced in the sport, which causes mayhem when he is entered into a competition.",https://www.imdb.com/title/tt0058324/?ref_=sr_i_63
64. The World of Henry Orient,1964,1h 46m,Approved,6.6,3.9K,,"A mischievous, adventuresome fourteen-year-old girl and her best friend begin following an eccentric concert pianist around New York City after she develops a crush on him.",https://www.imdb.com/title/tt0058756/?ref_=sr_i_64
65. The Incredible Mr. Limpet,1964,1h 39m,G,6.5,6.1K,,"Meek and mild mannered bookkeeper Henry Limpet has few passions in life. It's mid-1941 and he would love to join the Navy but has been rated 4F. His friend George Stickle is in the Navy and lays it on pretty thick. If Henry could have one thing it would be to become a fish. While on a visit to Coney Island, Henry falls into the water and miraculously gets his wish. Now a fish, he makes friends, Ladyfish and Crusty the hermit crab and loves his new life. He also uses his abilities to help the US Navy locate and sink Nazi U-Boats, forcing the Germans to create a new weapon to deal with the Allies secret weapon. When years later the Navy finds intelligent activity among dolphins, they may also know who is teaching them.",https://www.imdb.com/title/tt0058230/?ref_=sr_i_65
66. Joy House,1964,1h 37m,TV-MA,7.0,3.1K,,A petty criminal seeks refuge in a house owned by two wealthy American women.,https://www.imdb.com/title/tt0058123/?ref_=sr_i_66
67. Cheyenne Autumn,1964,2h 34m,Approved,6.7,6.6K,,"The Cheyenne, tired of broken U.S. government promises, head for their ancestral lands but a sympathetic cavalry officer is tasked to bring them back to their reservation.",https://www.imdb.com/title/tt0057940/?ref_=sr_i_67
68. Woman of Straw,1964,2h 2m,Approved,6.8,3.1K,,"Tyrannical, but ailing, tycoon Charles Richmond becomes very fond of his attractive Italian nurse, Maria. The nurse, in turn, falls in love with Charles' ne'er-do-well nephew Anthony, who plots ways to gain control of his uncle's fortune.",https://www.imdb.com/title/tt0058754/?ref_=sr_i_68
69. The Yellow Rolls-Royce,1964,2h 2m,Approved,6.4,4.1K,,Anthology movie about three owners of a yellow Rolls-Royce. A British diplomat buys the car for his French wife. A mobster's girlfriend has an affair in Italy. An American woman drives a Yugoslavian partisan,https://www.imdb.com/title/tt0059927/?ref_=sr_i_69
70. The Killers,1964,1h 33m,Approved,7.0,9.7K,,"Surprised that their contract victim didn't try to run away from them, two professional hit men try to find out who hired them and why.",https://www.imdb.com/title/tt0058262/?ref_=sr_i_70
71. Strait-Jacket,1964,1h 33m,Approved,6.8,7K,,"After a 20-year asylum stay for a double ax murder, suspicion arises about Lucy Harbin's behavior as she returns to her daughter Carol, who is engaged to marry Michael Fields. Soon, heads begin to roll again. Is Lucy repeating her past?",https://www.imdb.com/title/tt0058620/?ref_=sr_i_71
72. The Americanization of Emily,1964,1h 55m,Approved,7.3,5.9K,,An American Naval Officer's talent for living the good life in wartime is challenged when he falls in love and is sent on a dangerous mission.,https://www.imdb.com/title/tt0057840/?ref_=sr_i_72
73. Castle of Blood,1964,1h 27m,Not Rated,6.8,3K,,"A journalist takes a bet that he can spend the night in a haunted castle on All Hallow's Eve. During his stay, he bears witness to the castle's gruesome past coming to life before him, and falls in love with a beautiful female ghost.",https://www.imdb.com/title/tt0057993/?ref_=sr_i_73
74. 7 Faces of Dr. Lao,1964,1h 40m,Approved,7.1,5.5K,,A mysterious circus comes to a western town bearing wonders and characters that entertain the inhabitants and teach valuable lessons.,https://www.imdb.com/title/tt0057812/?ref_=sr_i_74
75. The Time Travelers,1964,1h 24m,Approved,5.2,3.3K,,"In 1964, a group of scientists create a portal that takes them to a barren, mutant inhabited, Earth in the year 2071.",https://www.imdb.com/title/tt0058659/?ref_=sr_i_75
76. The Night Walker,1964,1h 26m,Approved,6.3,2.6K,,A lawyer advises a blind man's rich widow tormented by nightmares.,https://www.imdb.com/title/tt0058403/?ref_=sr_i_76
"77. Ghidorah, the Three-Headed Monster",1964,1h 25m,Not Rated,6.5,8.4K,,A detective protects a princess who prophecies Earth's destruction by a powerful space monster; the world's only hope being if Mothra can persuade Godzilla and Rodan to unite and save the planet.,https://www.imdb.com/title/tt0058544/?ref_=sr_i_77
78. Two Thousand Maniacs!,1964,1h 23m,Not Rated,5.8,5.4K,,Six people are lured into a small Deep South town for a Centennial celebration where the residents proceed to kill them one by one as revenge for the town's destruction during the Civil War.,https://www.imdb.com/title/tt0058694/?ref_=sr_i_78
79. Paris When It Sizzles,1964,1h 50m,Approved,6.3,9.7K,,The sprightly young assistant of a Hollywood screenwriter helps him over his writer's block by acting out his fantasies of possible plots.,https://www.imdb.com/title/tt0058453/?ref_=sr_i_79
80. The Gorgon,1964,1h 23m,Approved,6.4,7.2K,,"In the early twentieth century, a Gorgon takes human form and terrorizes a small European village by turning its citizens to stone.",https://www.imdb.com/title/tt0058155/?ref_=sr_i_80
81. The Evil of Frankenstein,1964,1h 24m,Approved,6.0,4.8K,,"Upon returning to his home village to continue his experimental research, the destitute Dr. Frankenstein revives his old creature, but a hypnotist wants the monster to control for himself.",https://www.imdb.com/title/tt0058073/?ref_=sr_i_81
82. Kitten with a Whip,1964,1h 23m,Approved,5.2,1.6K,,A rising political star faces scandal and blackmail when the young woman he tries to help turns out to be a juvenile delinquent.,https://www.imdb.com/title/tt0058267/?ref_=sr_i_82
83. Lilith,1964,1h 54m,Approved,6.8,3.4K,,"A war veteran gets work at a mental institution, where he meets the beautiful and eccentric Lilith.",https://www.imdb.com/title/tt0058294/?ref_=sr_i_83
84. The Girl-Getters,1964,1h 33m,Not Rated,6.6,900,,"In a seaside town, local men pursue summer tourists for casual flings. Their leader, a photographer named Tinker, unexpectedly falls for a wealthy model, realizing the dynamic of exploitation may be reversed.",https://www.imdb.com/title/tt0060461/?ref_=sr_i_84
85. What's Happening! The Beatles in the U.S.A.,1964,1h 10m,,7.3,126,,A documentary following The Beatles on their first trip to the United States for five days in 1964.,https://www.imdb.com/title/tt0058744/?ref_=sr_i_85
86. Mothra vs. Godzilla,1964,1h 29m,Not Rated,6.5,11K,,"When exploitative tycoons refuse to return Mothra's egg to the people of Infant Island, they must decide if they are willing to answer Japan's own pleas for help when Godzilla arises near Nagoya.",https://www.imdb.com/title/tt0058379/?ref_=sr_i_86
87. 633 Squadron,1964,1h 42m,Approved,6.4,4.7K,,A RAF squadron is assigned to knock out a German rocket fuel factory in Norway. The factory supplies fuel for the Nazi effort to launch rockets on England during D-Day.,https://www.imdb.com/title/tt0057811/?ref_=sr_i_87
88. Fantomas,1964,1h 44m,Not Rated,6.9,13K,,The best men of France - a brave journalist and an extremely energetic commissioner - attack the trail of a mysterious criminal mastermind.,https://www.imdb.com/title/tt0058089/?ref_=sr_i_88
89. Robinson Crusoe on Mars,1964,1h 50m,Approved,6.4,7.3K,,"Stranded on Mars with only a monkey as a companion, an astronaut must figure out how to find oxygen, water, and food on the lifeless planet.",https://www.imdb.com/title/tt0058530/?ref_=sr_i_89
90. Fate Is the Hunter,1964,1h 46m,Approved,6.8,2K,,"An airline executive refuses to believe that pilot error, by his friend, caused a fatal crash and persists in looking for another reason.",https://www.imdb.com/title/tt0058091/?ref_=sr_i_90
"91. Black God, White Devil",1964,2h,Not Rated,7.2,5.7K,,"After killing his employer when he tries to cheat him out of his payment, a man becomes an outlaw and starts following a self-proclaimed saint.",https://www.imdb.com/title/tt0058006/?ref_=sr_i_91
92. Angélique,1964,1h 55m,TV-14,6.7,3.1K,,"In the first of the Angélique series, the beautiful feisty teenage heroine becomes entangled in a political assassination plot and is betrothed to a stranger who is twelve years her senior and a reputed sorcerer.",https://www.imdb.com/title/tt0057846/?ref_=sr_i_92
93. 3 Nuts in Search of a Bolt,1964,1h 19m,Unrated,4.7,258,,"An out of work Method actor is hired by a male model, an ecdysiast, and a car salesman who live together to save money. They want the actor to listen to their problems and go see a psychiatrist so they can get counseling for cheap. The psychiatrist is intrigued by the split personalities indicated by the three separate sets of problems presented by the actor, and soon producers are climbing out of the woodwork trying to buy the rights to the film, while the actor is having trouble keeping his act together.",https://www.imdb.com/title/tt0057808/?ref_=sr_i_93
94. Kiss Me Quick!,1964,1h 6m,X,4.7,416,,"Sterilox, asexual ambassador from a distant planet, comes down to earth in search of feminine breeding stock. A mad scientist treats the alien to dancing sex robots.",https://www.imdb.com/title/tt0058264/?ref_=sr_i_94
95. Murder Most Foul,1964,1h 30m,Approved,7.1,6.5K,,"When Miss Jane Marple joins a theatrical company after a blackmailer is murdered, several members of the troupe are also dispatched by this mysterious killer.",https://www.imdb.com/title/tt0058383/?ref_=sr_i_95
96. The Long Ships,1964,2h 6m,Not Rated,6.0,3.2K,,"A vagabond Viking adventurer and a Moor both compete to find ""The Mother of All Voices"", a legendary golden bell near the Pillars of Hercules.",https://www.imdb.com/title/tt0057259/?ref_=sr_i_96
97. A Married Woman,1964,1h 34m,Not Rated,7.1,4.5K,,A superifical woman finds conflict choosing between her abusive husband and her vain lover.,https://www.imdb.com/title/tt0058701/?ref_=sr_i_97
98. Bikini Beach,1964,1h 39m,Approved,5.4,1.8K,,"A millionaire sets out to prove his theory that his pet chimpanzee is as intelligent as the teenagers who hang out on the local beach, where he is intending to build a retirement home.",https://www.imdb.com/title/tt0057887/?ref_=sr_i_98
99. Kissin' Cousins,1964,1h 36m,Approved,5.3,2.6K,,"An Army officer returns to the Smoky Mountains to try to convince his kinfolk to allow the Army to build a missile site on their land. Once he gets there, he discovers that he has a look-alike cousin.",https://www.imdb.com/title/tt0057227/?ref_=sr_i_99
100. The Best Man,1964,1h 42m,Approved,7.6,3.9K,,"The two front runners for their party's presidential nomination, one principled and the other ruthless, vie for the former president's endorsement.",https://www.imdb.com/title/tt0057883/?ref_=sr_i_100
101. Good Neighbor Sam,1964,2h 10m,Approved,6.8,3.3K,,"To help his divorced neighbor claim a substantial inheritance, a family man poses as her husband. The ruse spills over into his career in advertising, and his recent promotion relies on his wholesome and moral appearance.",https://www.imdb.com/title/tt0058153/?ref_=sr_i_101
102. Russ Meyer's Lorna,1964,1h 18m,Unrated,5.8,1.2K,,"Lorna has been married to Jim for a year, but still hasn't been satisfied sexually. While Jim is working at the salt mine, she is raped by an escaped convict, then falls in lust with him. Meanwhile, Jim's buddies are giving him a hard time about Lorna's supposed infidelity, not realizing how close to the mark they really are. Trouble starts when Jim gets home early from work because it's their anniversary.",https://www.imdb.com/title/tt0058301/?ref_=sr_i_102
103. The Earth Dies Screaming,1964,1h 2m,Approved,5.8,2.5K,,"In Britain, a group of survivors fights off a deadly alien invasion that uses robots and a poisonous gas to take over the Earth.",https://www.imdb.com/title/tt0058050/?ref_=sr_i_103
104. The Pumpkin Eater,1964,1h 58m,Not Rated,7.1,3.1K,,"Beautiful mother of five Jo leaves the banality of her marriage to second husband Giles to wed her passionate screenwriter lover, Jake Armitage. As her suspicion of Jake's philandering grows, Jo's sanity spirals.",https://www.imdb.com/title/tt0058500/?ref_=sr_i_104
105. Goodbye Charlie,1964,1h 56m,Approved,6.1,2.1K,,"Womanizing Charlie is shot by an angry husband and falls in the sea. He arrives home after his memorial as a cute, amnesic woman. His old friend helps her/him.",https://www.imdb.com/title/tt0058154/?ref_=sr_i_105
106. Gate of Flesh,1964,1h 30m,Not Rated,7.2,3.5K,,"An injured thief on the run finds sanctuary within a brothel of united, ruthless women.",https://www.imdb.com/title/tt0058409/?ref_=sr_i_106
107. The Curse of the Mummy's Tomb,1964,1h 21m,Approved,5.6,3.6K,,British archaeologists and their American investor ship an Egyptian mummy's sarcophagus to London but someone has the amulet to revive the mummy that will then kill all those who disturbed its tomb.,https://www.imdb.com/title/tt0057986/?ref_=sr_i_107
"108. ¡Buenas noches, año nuevo!",1964,1h 52m,,6.4,29,,,https://www.imdb.com/title/tt0057903/?ref_=sr_i_108
109. The Soft Skin,1964,1h 53m,Not Rated,7.5,8.6K,,"Pierre Lachenay is a well-known publisher and lecturer, married with Franca and father of Sabine, around 10. He meets an air hostess, Nicole. They start a love affair, which Pierre is hiding, but he cannot stand staying away from her.",https://www.imdb.com/title/tt0058458/?ref_=sr_i_109
110. Devil Doll,1964,1h 21m,,4.8,2.6K,,An evil hyponotist/ventriloquist plots to gain a heiress' millions.,https://www.imdb.com/title/tt0058007/?ref_=sr_i_110
111. King & Country,1964,1h 26m,Not Rated,7.5,2.6K,,"During World War I, Army Private Arthur James Hamp is accused of desertion during battle. The officer assigned to defend him at his court-martial, Captain Hargreaves, finds out there is more to the case than meets the eye.",https://www.imdb.com/title/tt0058263/?ref_=sr_i_111
112. Seduced and Abandoned,1964,1h 55m,Not Rated,7.9,4K,,"A desperate Sicilian man, whose 15-year-old daughter was seduced and impregnated by his older daughter's fiancé, tries to find a way to save the family's honor.",https://www.imdb.com/title/tt0058564/?ref_=sr_i_112
113. Ken,1964,1h 34m,,7.4,387,,"Kokubu Jiro, stoic Kendo captain, perplexes teammates like arrogant Kagawa who struggles to understand his reserved demeanor.",https://www.imdb.com/title/tt0366668/?ref_=sr_i_113
114. Island of the Blue Dolphins,1964,1h 33m,,6.1,568,,"The story of a Native American girl, abandoned on a tiny island, who is protected by a wild dog.",https://www.imdb.com/title/tt0058241/?ref_=sr_i_114
115. Guns of Diablo,1964,1h 31m,Not Rated,5.6,908,,Wagon train scout Linc Murdock reminisces about his old feud with rancher Rance Macklin over pretty Maria during the time when Linc worked for the Macklin ranch.,https://www.imdb.com/title/tt0058167/?ref_=sr_i_115
116. 36 Hours,1964,1h 55m,Approved,7.3,5K,,Germans kidnap an American Major and try to convince him that World War II is over so they can get details about the Allied invasion of Europe out of him.,https://www.imdb.com/title/tt0057809/?ref_=sr_i_116
