Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
42. McLintock!,1963,2h 6m,Approved,7.1,17K,,"Wealthy rancher G. W. McLintock uses his power and influence in the territory to keep the peace between farmers, ranchers, land-grabbers, Indians and corrupt government officials.",https://www.imdb.com/title/tt0057298/?ref_=sr_i_42
43. The Leopard,1963,3h 6m,PG,7.9,30K,,"The Prince of Salina, a noble aristocrat of impeccable integrity, tries to preserve his family and class amid the tumultuous social upheavals of 1860s Sicily.",https://www.imdb.com/title/tt0057091/?ref_=sr_i_43
44. High and Low,1963,2h 23m,Not Rated,8.4,57K,,An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,https://www.imdb.com/title/tt0057565/?ref_=sr_i_44
45. Donovan's Reef,1963,1h 49m,Approved,6.7,10K,,"In an ideal society on a picturesque South Seas isle, diverse people live in harmony until an outsider disrupts the balance.",https://www.imdb.com/title/tt0057007/?ref_=sr_i_45
46. The Comedy of Terrors,1963,1h 24m,Approved,6.5,7.3K,,Dishonest undertaker Waldo Trumbull and his sidekick Felix Gillie are creating their own customers when they cannot find willing ones.,https://www.imdb.com/title/tt0056943/?ref_=sr_i_46
47. Lord of the Flies,1963,1h 32m,Not Rated,6.9,21K,,Schoolboys marooned on a Pacific island create their own savage civilization.,https://www.imdb.com/title/tt0057261/?ref_=sr_i_47
48. The Running Man,1963,1h 43m,Approved,6.5,2K,,"An Englishman with a grudge against an insurance company for a disallowed claim fakes his own death, but is soon pursued by an insurance investigator.",https://www.imdb.com/title/tt0057463/?ref_=sr_i_48
49. Spencer's Mountain,1963,1h 58m,Approved,7.0,3.3K,,Grand Teton quarryman and family patriarch carefully navigates issues of religion and education in order to eke out a brighter future for his family.,https://www.imdb.com/title/tt0057523/?ref_=sr_i_49
50. Black Sabbath,1963,1h 37m,Approved,7.0,15K,,"Boris Karloff hosts a trio of horror stories about a stalked call girl, a vampire-like monster who preys on his family, and a nurse who is haunted by her ring's rightful owner.",https://www.imdb.com/title/tt0057603/?ref_=sr_i_50
"51. Yesterday, Today and Tomorrow",1963,1h 59m,Not Rated,7.2,11K,,Stories about three very different women and the men they attract.,https://www.imdb.com/title/tt0057171/?ref_=sr_i_51
52. The Day of the Triffids,1963,1h 33m,Approved,6.1,9.2K,,"After an unusual meteor shower leaves most of the human population blind, a merchant navy officer must find a way to conquer tall, aggressive plants which are feeding on people and animals.",https://www.imdb.com/title/tt0055894/?ref_=sr_i_52
53. Sing and Swing,1963,1h 15m,,5.6,195,,"Four teenage GPO dispatch riders in London form a band named 'The Smart Alecs', who go to various lengths to get themselves noticed. This movie contains many musical interludes by singers of the era, including several by Kenny Ball.",https://www.imdb.com/title/tt0057504/?ref_=sr_i_53
54. Dead Ringer,1963,1h 56m,Approved,7.3,6.8K,,"The working-class twin sister of a callous, wealthy woman impulsively murders her out of revenge and assumes her identity. But impersonating her dead twin is more complicated and risky than she anticipated.",https://www.imdb.com/title/tt0057997/?ref_=sr_i_54
55. The Raven,1963,1h 26m,G,6.5,14K,,"A magician, who has been turned into a raven, turns to a former sorcerer for help.",https://www.imdb.com/title/tt0057449/?ref_=sr_i_55
56. Winter Light,1963,1h 21m,Not Rated,8.0,28K,,A small-town priest struggles with his faith.,https://www.imdb.com/title/tt0057358/?ref_=sr_i_56
57. Love Is a Ball,1963,1h 51m,Not Rated,6.0,691,,"On the French Riviera, a professional matchmaker assisted by an American adventurer arranges for convenience marriages between titled impoverished aristocratic men and rich low-bred women.",https://www.imdb.com/title/tt0057262/?ref_=sr_i_57
58. Promises..... Promises!,1963,1h 15m,Not Rated,5.0,678,,"After a drunken spree on a cruise ship, two women discover that they're pregnant, and set out to find who the fathers are.",https://www.imdb.com/title/tt0057428/?ref_=sr_i_58
59. The Terror,1963,1h 21m,TV-PG,5.0,8.8K,,"A young French soldier cut off from his unit is beguiled by a mysterious woman, whom he learns is the wife of the local Baron - and that she seemingly died twenty years earlier.",https://www.imdb.com/title/tt0057569/?ref_=sr_i_59
60. Lilies of the Field,1963,1h 34m,Approved,7.5,14K,,A travelling handyman becomes the answer to the prayers of nuns who wish to build a chapel in the desert.,https://www.imdb.com/title/tt0057251/?ref_=sr_i_60
61. The Sadist,1963,1h 32m,R,6.6,3.1K,,Three people driving into Los Angeles for a Dodgers game have car trouble and pull off into an old wrecking yard where they are held at bay by a bloodthirsty psycho and his crazy girlfriend.,https://www.imdb.com/title/tt0057465/?ref_=sr_i_61
62. Dementia 13,1963,1h 15m,Unrated,5.7,9.4K,,"A scheming widow hatches a bold plan to acquire her late husband's inheritance, unaware that she is being targeted by an ax murderer who lurks in the family's estate.",https://www.imdb.com/title/tt0056983/?ref_=sr_i_62
63. 55 Days at Peking,1963,2h 34m,Unrated,6.7,7.6K,,"During the 1900 Boxer Rebellion, U.S. marine, Maj. Matt Lewis, along with British consul, Sir Arthur Robertson, develop a plan to keep the rebels at bay until an international military relief force can arrive.",https://www.imdb.com/title/tt0056800/?ref_=sr_i_63
64. The Fire Within,1963,1h 48m,Not Rated,7.8,11K,,"Depressed Alain Leroy leaves the clinic where he was detoxified. He meets friends, acquaintances and women, trying to find a reason to continue living. Will this help him?",https://www.imdb.com/title/tt0057058/?ref_=sr_i_64
65. The Three Lives of Thomasina,1963,1h 37m,PG,7.2,2.7K,,"Thomasina the cat brings a family together, through her mysterious death and reappearance.",https://www.imdb.com/title/tt0057579/?ref_=sr_i_65
66. Fun in Acapulco,1963,1h 37m,PG,5.8,3.9K,,"A yacht owner's spoiled daughter gets Mike fired, but a boy helps him get a job as singer at Acapulco Hilton etc. He upsets the lifeguard by taking his girl and 3 daily work hours. Mike's also seeing a woman bullfighter.",https://www.imdb.com/title/tt0057083/?ref_=sr_i_66
67. Six She's and a He,1963,1h 12m,Not Rated,5.2,150,,A soldier stranded on a desert island is captured by a tribe of sadistic women who torture and mutilate the men who oppose them.,https://www.imdb.com/title/tt0304355/?ref_=sr_i_67
68. The Cardinal,1963,2h 55m,Approved,6.7,3K,,"A young Catholic priest from Boston confronts bigotry, Nazism, and his own personal conflicts as he rises to the office of cardinal.",https://www.imdb.com/title/tt0056907/?ref_=sr_i_68
69. Love with the Proper Stranger,1963,1h 42m,Approved,7.2,5.6K,,A salesclerk at Macy's department store finds herself pregnant after a one-night stand with a musician who does not even remember her.,https://www.imdb.com/title/tt0057263/?ref_=sr_i_69
70. The Silence,1963,1h 36m,R,7.7,22K,,"Two estranged sisters, Ester and Anna, and Anna's 10-year-old son travel to the Central European country on the verge of war. Ester becomes seriously ill and the three of them move into a hotel in a small town called Timoka.",https://www.imdb.com/title/tt0057611/?ref_=sr_i_70
71. Johnny Cool,1963,1h 43m,Approved,6.4,1.2K,,Exiled American gangster Colini sends his protégé-killer Giordano to the USA to eliminate Colini's mob enemies.,https://www.imdb.com/title/tt0057200/?ref_=sr_i_71
72. The Incredible Journey,1963,1h 20m,G,7.0,5.4K,,Two dogs and a cat set off on a treacherous 200-mile journey towards home.,https://www.imdb.com/title/tt0057180/?ref_=sr_i_72
73. Scorching Sands,1963,2h 4m,Not Rated,5.6,225,,"Sheherazade is promised to a powerful Sultan as a gift in exchange for free passage to the Holy Land. When the Sultan's underling saves her from certain death, she falls madly in love with her hero.",https://www.imdb.com/title/tt0056485/?ref_=sr_i_73
74. The Evil Eye,1963,1h 26m,Not Rated,6.9,5.7K,,"A mystery novel-loving American tourist witnesses a murder in Rome, and soon finds herself and her suitor caught up in a series of killings.",https://www.imdb.com/title/tt0057443/?ref_=sr_i_74
75. X: The Man with the X-Ray Eyes,1963,1h 19m,Approved,6.6,8.6K,,"An ambitious scientist invents an eye drop formula that grants him X-ray vision, but his new powers have disastrous consequences.",https://www.imdb.com/title/tt0057693/?ref_=sr_i_75
76. The Girl Hunters,1963,1h 38m,Not Rated,5.9,840,,"Legendary detective Mike Hammer has spent seven years in an alcoholic funk after the supposed death of his secretary, Velda. He is brought back to the land of the living by his old friendly enemy, police lieutenant Pat Chambers.",https://www.imdb.com/title/tt0057102/?ref_=sr_i_76
77. Shock Corridor,1963,1h 41m,Approved,7.3,13K,,"Bent on winning a Pulitzer Prize, a journalist commits himself to a mental institution to solve a strange and unclear murder.",https://www.imdb.com/title/tt0057495/?ref_=sr_i_77
78. Winnetou,1963,1h 31m,,6.8,4.7K,,"When violent conflict breaks out between greedy railroaders and a tribe of Mescalero Apaches, only two men, destined to be blood brothers, can prevent all-out war: chief's son Winnetou and German engineer Old Shatterhand.",https://www.imdb.com/title/tt0057687/?ref_=sr_i_78
79. 4 for Texas,1963,2h 4m,Approved,5.5,3.7K,,Zack Thomas is a tough guy who hooks up with Joe Jarrett to open a casino.,https://www.imdb.com/title/tt0057071/?ref_=sr_i_79
"80. Move Over, Darling",1963,1h 43m,Approved,6.9,6.6K,,"After being lost at sea for several years, a missing wife thought long dead returns just after her husband has remarried.",https://www.imdb.com/title/tt0057329/?ref_=sr_i_80
81. This Sporting Life,1963,2h 14m,Not Rated,7.5,7.3K,,"Despite success on the field, a rising rugby star senses the emerging emptiness of his life as his inner angst begins to materialize through aggression and brutality, so he attempts to woo his landlady in hopes of finding reason to live.",https://www.imdb.com/title/tt0057578/?ref_=sr_i_81
82. I Could Go on Singing,1963,1h 40m,Approved,6.9,1.7K,,"Jenny Bowman is a successful singer who visits David Donne to see her son Matt again, spending a few glorious days with him while his father is away in Rome in an attempt to attain the family that she never had.",https://www.imdb.com/title/tt0057168/?ref_=sr_i_82
83. America America,1963,2h 54m,Approved,7.7,6.1K,,A young Greek stops at nothing to secure a passage to America.,https://www.imdb.com/title/tt0056825/?ref_=sr_i_83
84. Toys in the Attic,1963,1h 30m,Not Rated,6.7,1.4K,,"Julian Berniers and his bride Lily leave Chicago to visit his two spinster sisters, Carrie and Anna, in New Orleans but Lily's jealousy combined with Carrie's possessiveness of Julian threaten to destroy the whole family.",https://www.imdb.com/title/tt0057598/?ref_=sr_i_84
85. Summer Magic,1963,1h 50m,G,6.9,2.8K,,A Bostonian widow moves with her kids to the country.,https://www.imdb.com/title/tt0057542/?ref_=sr_i_85
86. PT 109,1963,2h 20m,Approved,6.6,3K,,President John F. Kennedy kept a unique inauguration gift on his desk: a plastic-encased coconut. The tale of that coconut is the heroic story of PT 109.,https://www.imdb.com/title/tt0057393/?ref_=sr_i_86
87. The List of Adrian Messenger,1963,1h 38m,Approved,6.8,5.9K,,A former intelligence officer is tasked by the heir to the Gleneyre estate to investigate the unusual deaths of a disparate group of eleven men on a list.,https://www.imdb.com/title/tt0057254/?ref_=sr_i_87
88. Il demonio,1963,1h 38m,,7.2,1.3K,,"A lonely, sexually-uninhibited young peasant is subjected to an exorcism after she hexes a man who rejects her advances.",https://www.imdb.com/title/tt0167886/?ref_=sr_i_88
89. The Kiss of the Vampire,1963,1h 28m,Approved,6.2,4.1K,,"When car trouble strands a honeymooning couple in a small Southern European village, an aristocratic family in the area reaches out to help them with sinister consequences.",https://www.imdb.com/title/tt0057226/?ref_=sr_i_89
90. Come Blow Your Horn,1963,1h 52m,Approved,6.0,1.3K,,"After leaving his parents' home, young Buddy Baker goes to live with his womanizing older brother in a posh Manhattan apartment where he learns how to be a partying playboy.",https://www.imdb.com/title/tt0056940/?ref_=sr_i_90
91. Murder at the Gallop,1963,1h 21m,Approved,7.2,7K,,"When a wealthy old man appears to have been ""frightened to death"" by a cat, Miss Jane Marple suspects one of his four relatives, all heirs to his estate, of his murder.",https://www.imdb.com/title/tt0057334/?ref_=sr_i_91
92. The Ugly American,1963,2h,Approved,6.6,2.6K,,"An ambitious American scholar becomes the ambassador to Sarkan, a southeast Asian country where civil war is brewing.",https://www.imdb.com/title/tt0056632/?ref_=sr_i_92
93. A Child Is Waiting,1963,1h 42m,Approved,7.2,3.5K,,A teacher and a psychologist work with children at an institute for the mentally-imparied.,https://www.imdb.com/title/tt0056930/?ref_=sr_i_93
94. Dry Summer,1963,1h 30m,Not Rated,7.8,6K,,A farmer has a violent dispute with his fellow villagers by claiming ownership of the water that comes out of his land. He is as sexually frustrated as greedy.,https://www.imdb.com/title/tt0062322/?ref_=sr_i_94
95. Voyage to the End of the Universe,1963,1h 21m,,6.9,3.1K,,The year is 2163. Starship Ikarie XB 1 embarks on a long journey across the universe to search for life on the planets of Alpha Centauri.,https://www.imdb.com/title/tt0122111/?ref_=sr_i_95
96. The Whip and the Body,1963,1h 27m,Not Rated,6.6,4.9K,,"The ghost of a sadistic nobleman attempts to rekindle his romance with his terrorized, masochistic former lover, who is unwillingly betrothed to his brother.",https://www.imdb.com/title/tt0057078/?ref_=sr_i_96
97. Summer Holiday,1963,1h 47m,Approved,6.1,1.9K,,"Four bus mechanics and a stowaway travel Europe as a hotel, picking up singers. In Athens, the stowaway's mother has them arrested for kidnapping but then accepts her daughter's love for a mechanic and they vacation in Greece.",https://www.imdb.com/title/tt0057541/?ref_=sr_i_97
98. Beach Party,1963,1h 41m,Approved,5.7,2.4K,,"A bearded anthropologist studies the habits of swingin' American teens while they enjoy the summer surfing, loving, and partying at the beach.",https://www.imdb.com/title/tt0056860/?ref_=sr_i_98
"99. Captain Newman, M.D.",1963,2h 6m,Approved,6.9,3K,,"In 1944, an Army doctor is in charge of a neuropsychiatric ward at an Army Air Corps hospital in Arizona, and he must deal with a variety of tough cases.",https://www.imdb.com/title/tt0056903/?ref_=sr_i_99
100. The Big City,1963,2h 2m,Not Rated,8.3,5.2K,,"Life at home changes when a house-wife from a middle-class, conservative family in Calcutta gets a job as a saleswoman.",https://www.imdb.com/title/tt0057277/?ref_=sr_i_100
101. The Old Dark House,1963,1h 26m,Approved,5.4,2.6K,,"In England, an American car salesman ends-up spending a stormy night at the mysterious and deadly mansion of a client's family.",https://www.imdb.com/title/tt0057379/?ref_=sr_i_101
102. The Victors,1963,2h 55m,Approved,6.9,1.8K,,"Intelligent, sprawling saga that follows a squad of American soldiers through Europe during World War II.",https://www.imdb.com/title/tt0057652/?ref_=sr_i_102
103. The Organizer,1963,2h 6m,Not Rated,8.0,3.4K,,A former high school teacher turned unionist tries to organize workers laboring with inhuman conditions at a late 19th Century textile factory.,https://www.imdb.com/title/tt0056945/?ref_=sr_i_103
104. Station Six Sahara,1963,1h 39m,,6.4,553,,A beautiful blonde (Baker) joins a small group of men running an oil station in the Sahara Desert and starts the emotions soaring.,https://www.imdb.com/title/tt0057527/?ref_=sr_i_104
105. When the Cat Comes,1963,1h 44m,,7.2,2.2K,,"People arrive in a small village with a strange cat wearing glasses. When someone takes them off, he can color people, according to their nature and mood. Adults consider him dangerous; children love him.",https://www.imdb.com/title/tt0056844/?ref_=sr_i_105
106. Carry on Cabby,1963,1h 31m,,6.4,3.1K,,A taxi company is threatened when an all-female firm sets itself up in business and starts to steal their customers.,https://www.imdb.com/title/tt0056912/?ref_=sr_i_106
107. The Stripper,1963,1h 35m,Not Rated,6.6,464,,"Lila Green is an insecure and aging showgirl for Madame Olga's stage shows. When her boyfriend, Rick, runs off with the show's money, Madame Olga and Ronny let Lila go. Lila goes to stay with her old neighbors, Helen Bard and her teenage son, Kenny. Lila decides to go out and get a regular job and try and live a normal life. All seems well, until Lila and Kenny stop fighting their attraction for one another.",https://www.imdb.com/title/tt0057537/?ref_=sr_i_107
108. The Courtship of Eddie's Father,1963,1h 58m,Approved,6.8,3.4K,,"Eddie thinks it is time for his father to remarry. However, in his opinion his father's taste in women leaves much to be desired. He believes the girl next door would be a far better choice...",https://www.imdb.com/title/tt0056956/?ref_=sr_i_108
109. The Raiders,1963,1h 15m,Approved,5.2,249,,"Wild Bill Hickok, Buffalo Bill and Calamity Jane help a Texas rancher against the railroad.",https://www.imdb.com/title/tt0057446/?ref_=sr_i_109
110. The Crawling Hand,1963,1h 29m,Approved,3.2,2.1K,,The hand of a dead astronaut comes crawling back from the grave to strangle the living,https://www.imdb.com/title/tt0056961/?ref_=sr_i_110
111. Monstrosity,1963,1h 5m,Approved,3.0,3K,,A rich but unscrupulous old woman plots with a scientist to have her brain implanted in the skull of a sexy young woman.,https://www.imdb.com/title/tt0057859/?ref_=sr_i_111
112. Sunday in New York,1963,1h 45m,Approved,6.7,3.5K,,"On a Sunday, Eileen Tyler, still a virgin, leaves Albany to visit her airline pilot brother in New York but a chance encounter with a man on a city bus threatens to derail her upcoming marriage to boyfriend Russ.",https://www.imdb.com/title/tt0057543/?ref_=sr_i_112
"113. Bell, Bare and Beautiful",1963,1h 4m,Unrated,5.8,115,,"A young millionaire is obsessed by a woman he keeps dreaming about but doesn't know. After an investigation, he discovers that she is a large-breasted stripper who spends a lot of time in a nudist camp. He decides to follow her there.",https://www.imdb.com/title/tt0056863/?ref_=sr_i_113
114. The Executioner,1963,1h 30m,Not Rated,7.9,7.6K,,"An undertaker marries an old executioner's daughter and must continue his father-in-law's profession after his retirement, although he doesn't like it.",https://www.imdb.com/title/tt0057643/?ref_=sr_i_114
115. The Mind Benders,1963,1h 39m,,6.4,962,,"Dedicated British scientist Dr. Henry Laidlaw Longman (Sir Dirk Bogarde) tests the possibility of brainwashing. If the experiment succeeds, he will stop loving his wife Oonagh (Mary Ure).",https://www.imdb.com/title/tt0057311/?ref_=sr_i_115
116. Scum of the Earth,1963,1h 15m,Not Rated,5.2,903,,A naive and innocent teenage girl is blackmailed into modeling in the nude for a photographer who is in league with a teenage gang whose boss illegally sells photos of teenage girls being abused and degraded.,https://www.imdb.com/title/tt0057480/?ref_=sr_i_116
117. Ro.Go.Pa.G.,1963,2h 2m,Not Rated,6.8,2.3K,,Four short films by four different directors dealing with the principles of modern life.,https://www.imdb.com/title/tt0056171/?ref_=sr_i_117
118. Who's Minding the Store?,1963,1h 30m,Approved,6.7,2.9K,,"Norman Phiffier works as a store clerk in a large department store. Clumsy and inept, he can't do anything right. Boy are they in trouble!",https://www.imdb.com/title/tt0057683/?ref_=sr_i_118
119. A Ticklish Affair,1963,1h 28m,Approved,5.8,630,,"When the kids of a young widow inadvertently send an SOS while playing with their uncle Cy's Navy Signal Lamp, the Navy sends their top man to investigate and he falls for their mother.",https://www.imdb.com/title/tt0057583/?ref_=sr_i_119
