Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,director,budget
112. A Rage to Live,1965,1h 41m,Not Rated,6.3,815,,A woman's sexual compulsions threaten to destroy her marriage.,https://www.imdb.com/title/tt0059630/?ref_=sr_i_112,,,
113. Morituri,1965,2h 3m,Approved,7.0,4.6K,,A war pacifist is blackmailed to pose as an SS officer and to disable the scuttling explosives on a freighter carrying rubber cargo to be captured by the Allies.,https://www.imdb.com/title/tt0059470/?ref_=sr_i_113,,,
114. Motorpsycho!,1965,1h 14m,,5.9,1.7K,,"Three bad boy motorcyclists get kicks raping women and generally being a nuisance. When they rape a veterinarian's wife, he takes exception and pursues them, teaming up with a Cajun woman whose husband they killed. The leader of the gang, a Vietnam Vet, begins showing signs of being a few slices short of a loaf.",https://www.imdb.com/title/tt0059474/?ref_=sr_i_114,,,
115. Baby the Rain Must Fall,1965,1h 40m,Not Rated,6.3,2.1K,,"In Texas, a woman and her young daughter head down to another town where the girl's irresponsible, hotheaded and immature father has just been released from prison on parole.",https://www.imdb.com/title/tt0058930/?ref_=sr_i_115,,,
116. Harlow,1965,2h 5m,Approved,5.6,1.1K,,A screen adaption of the blistering best-seller which examines the story of platinum blonde bombshell Jean Harlow (Carroll Baker) who rose to fame in the reckless Hollywood of the 1930s.,https://www.imdb.com/title/tt0059252/?ref_=sr_i_116,,,
117. The Sleeping Car Murder,1965,1h 35m,,7.2,2.3K,,The witnesses of a train murder must take the investigation into their own hands if they want to survive.,https://www.imdb.com/title/tt0059050/?ref_=sr_i_117,,,
118. The Possessed,1965,1h 35m,Not Rated,7.0,1.6K,,"While visiting his favorite resort town during the off-season, a novelist investigates the apparent suicide of a woman he was infatuated with.",https://www.imdb.com/title/tt0059116/?ref_=sr_i_118,,,
119. Marriage on the Rocks,1965,1h 49m,Approved,5.7,1.4K,,A businessman's neglected wife divorces her husband by mistake and marries his best friend by accident.,https://www.imdb.com/title/tt0059431/?ref_=sr_i_119,,,
120. The Defilers,1965,1h 9m,Not Rated,5.3,457,,Two young thugs kidnap a young girl and keep her in the basement of an old warehouse where they forcibly make her their sex slave.,https://www.imdb.com/title/tt0162928/?ref_=sr_i_120,,,
121. Horasan'in üç atlisi,1965,1h 12m,,5.7,57,,Ebu Muslim Horasani is the most outstanding hero in Horasan which is historical Turkish city. He fights against tyrant and he revenges from his mother and father's murderer.,https://www.imdb.com/title/tt0407879/?ref_=sr_i_121,,,
122. The Family Jewels,1965,1h 39m,Approved,6.2,2.6K,,"A young heiress must choose among six uncles, one of whom is up to no good and out to harm the girl's beloved bodyguard who practically raised her.",https://www.imdb.com/title/tt0059166/?ref_=sr_i_122,,,
123. A Pistol for Ringo,1965,1h 38m,Approved,6.5,2.4K,,"An 'angel-faced' gunfighter is tasked with infiltrating a ranch overrun by Mexican bandits and saving their hostages, including the fiancée of the local sheriff.",https://www.imdb.com/title/tt0059601/?ref_=sr_i_123,,,
124. A Swingin' Summer,1965,1h 20m,,4.8,271,,"Two guys and a girl run a week-long concert festival in the sunny summertime of Arrowhead, California and deal with bullies and breakups.",https://www.imdb.com/title/tt0059771/?ref_=sr_i_124,,,
125. Fists in the Pocket,1965,1h 50m,Not Rated,7.6,5.1K,,A young man takes drastic measures to rid his dysfunctional family of its various afflictions.,https://www.imdb.com/title/tt0059619/?ref_=sr_i_125,,,
126. Waqt,1965,2h 58m,,7.6,1.6K,,"Members of a family are separated in a natural disaster. Several years down the line, they aren't united but their lives are strangely interconnected.",https://www.imdb.com/title/tt0059893/?ref_=sr_i_126,,,
127. Mickey One,1965,1h 33m,Approved,6.3,1.9K,,"After the mob tries to kill him for an unknown reason, a comedian steals the identity of a homeless man and goes on the run.",https://www.imdb.com/title/tt0059447/?ref_=sr_i_127,,,
"128. John Goldfarb, Please Come Home!",1965,1h 36m,Approved,5.0,778,,A former Notre Dame football star crash lands over a mythical Arabian country while on spy mission to the USSR. He is then forced by the football-obsessed king of that country to coach their football team .,https://www.imdb.com/title/tt0059336/?ref_=sr_i_128,,,
129. Color Me Blood Red,1965,1h 19m,Not Rated,5.1,2.1K,,A crackpot artist kills various people to use their blood as his new crimson red color for his paintings.,https://www.imdb.com/title/tt0059044/?ref_=sr_i_129,,,
130. Dear Brigitte,1965,1h 40m,Approved,6.3,1.9K,,"Professor Leaf, an absent-minded poet, is forced to face the fact that his son is a math prodigy who is as colorblind as he's in love with Brigitte Bardot, the French bombshell.",https://www.imdb.com/title/tt0059094/?ref_=sr_i_130,,,
131. I Saw What You Did,1965,1h 22m,Approved,6.2,3.6K,,Teenagers Libby and Kit innocently spend an evening making random prank calls that lead to murderous consequences.,https://www.imdb.com/title/tt0059297/?ref_=sr_i_131,,,
132. Carry on Cowboy,1965,1h 33m,Not Rated,6.2,3.5K,,"Stodge City is in the grip of the Rumpo Kid and his gang. Mistaken identity again takes a hand as a ""sanitary engineer"" (plumber) by the name of Marshal P. Knutt is mistaken for a law marshal! Being the conscientious sort, Marshal tries to help the town get rid of Rumpo, and a showdown is inevitable. Marshal has two aids - revenge-seeking Annie Oakley and his sanitary expertise...",https://www.imdb.com/title/tt0059014/?ref_=sr_i_132,,,
133. A High Wind in Jamaica,1965,1h 43m,Approved,6.5,2.4K,,"In 1870, a Jamaican colonial family sends its children to Britain for proper schooling but their ship is taken over by pirates who become fond of the kids.",https://www.imdb.com/title/tt0059269/?ref_=sr_i_133,,,
134. Sands of the Kalahari,1965,1h 59m,Approved,6.7,1.5K,,"After a small aircraft crashes in the Kalahari Desert, one of the seven passengers decides that his survival chances would increase if he eliminates the other men in the group.",https://www.imdb.com/title/tt0059675/?ref_=sr_i_134,,,
135. Saturday Night in Apple Valley,1965,1h 20m,,4.2,16,,"A big-city developer moves into a peaceful little valley, intending to buy up all the land and turn it into a gambling mecca, but the local residents have other ideas.",https://www.imdb.com/title/tt0228817/?ref_=sr_i_135,,,
136. The Amorous Adventures of Moll Flanders,1965,2h 6m,,5.6,705,,A bawdy story of how a poor damsel surrenders her virtue again and again to get to the top of society.,https://www.imdb.com/title/tt0058905/?ref_=sr_i_136,,,
137. Dr. Goldfoot and the Bikini Machine,1965,1h 28m,Approved,5.1,2.7K,,A skirt-chasing spy and a millionaire bachelor must foil mad scientist Dr. Goldfoot's plot to use his army of bikini-clad robots to seduce wealthy men into signing over their assets.,https://www.imdb.com/title/tt0059124/?ref_=sr_i_137,,,
138. Fun in Balloon Land,1965,53m,TV-14,1.3,645,,"Sonny falls asleep while his mom reads him a bedtime story and wakes up in Balloon Land, a magical world filled with giant balloon people and animals.",https://www.imdb.com/title/tt1577811/?ref_=sr_i_138,,,
139. Frankenstein vs. Baragon,1965,1h 27m,Unrated,5.5,2.5K,,"An American scientist and his Japanese colleagues study a feral boy born from the radiated heart of Frankenstein's monster, while a subterranean dinosaur ravages the Japanese countryside.",https://www.imdb.com/title/tt0059205/?ref_=sr_i_139,,,
140. The Money Trap,1965,1h 31m,,6.2,934,,"When half-a-million dollars disappears from a doctor office's safe, the cops assigned to the burglary case, Joe and Pete, decide to find the money and keep it for themselves.",https://www.imdb.com/title/tt0059460/?ref_=sr_i_140,,,
141. The Beast That Killed Women,1965,1h,Unrated,3.1,553,,"Panic and fear strike the hearts of the terrorised sun-kissed nudist girls of a once peaceful nudist resort in sun-bleached Miami, when a mysterious, yet menacing intruder manages to find his way in the camp.",https://www.imdb.com/title/tt0058955/?ref_=sr_i_141,,,
142. Gumnaam,1965,2h 31m,Not Rated,6.9,1.8K,,"Eight people are stranded on an island. They reach a mansion where a butler is awaiting them. Then an unknown, vengeful person starts killing them, one by one.",https://www.imdb.com/title/tt0247394/?ref_=sr_i_142,,,
143. Operation 'Y' & Other Shurik's Adventures,1965,1h 35m,TV-G,8.4,15K,,"Three stories about Shurik - a young student. He fights against criminals, falls in love, confuses apartments, passes exams - he lives after all.",https://www.imdb.com/title/tt0059550/?ref_=sr_i_143,,,
144. Runaway Girl,1965,1h 2m,,5.0,33,,"Eight women disembark from a a bus to work at the family vineyards, but only 7 were hired. The mystery gal is no wine girl, but she won't answer questions about her past. Edella is also the hottest personality in the entire world.",https://www.imdb.com/title/tt0171707/?ref_=sr_i_144,,,
145. The Slender Thread,1965,1h 38m,Approved,7.0,2.5K,,"College volunteer Alan Newell is working alone at the crisis center one evening when he receives a telephone call from suicidal caller Inga Dyson, who has swallowed a bottle of sleeping pills. Can Alan save her?",https://www.imdb.com/title/tt0059729/?ref_=sr_i_145,,,
146. Fantomas Unleashed,1965,1h 38m,Not Rated,6.8,8.6K,,"When Professor Marchand, a famous scientist, mysteriously disappears, the commissioner, Juve, immediately suspects Fantomas.",https://www.imdb.com/title/tt0059168/?ref_=sr_i_146,,,
147. Monster a Go-Go,1965,1h 8m,TV-PG,1.8,10K,,"A space capsule crash-lands on Earth, and the astronaut aboard disappears. Is there a connection between the missing man and the monster roaming the area?",https://www.imdb.com/title/tt0059464/?ref_=sr_i_147,,,
148. Bad Girls Go to Hell,1965,1h 5m,Not Rated,4.9,1.1K,,"After hubby Ted goes to work, Ellen putters around the apartment in her nightgown cleaning up. When she takes the trash out, the janitor forces her into his apartment and rapes her. When he tries to rape her again, she dispatches him and then hits the road, a fugitive from injustice. She goes to the Big City and encounters a string of situations where she gets used and abused. When she finally finds a nice woman to rent from, the woman's son turns out to be a detective, which threatens her newly found identity and peace of mind.",https://www.imdb.com/title/tt0058933/?ref_=sr_i_148,,,
149. Those Calloways,1965,2h 11m,PG,6.5,865,,A strong-willed family in a small New England town struggles against tremendous odds to realize their dream of establishing a sanctuary for the great flocks of wild geese that migrate overhead.,https://www.imdb.com/title/tt0059796/?ref_=sr_i_149,,,
150. Chronicle of a Boy Alone,1965,1h 19m,,7.4,873,,"Abandoned 11-year-old Polin sent to state orphanage, faces abuse by staff. Inmates plan escape amid adolescent struggles. When opportunity arises, Polin learns freedom's price.",https://www.imdb.com/title/tt0057977/?ref_=sr_i_150,,,
151. City in the Sea,1965,1h 24m,Unrated,5.3,2.7K,,"In 1903 Cornwall, a group of locals discover an underwater city, dating back to 1803, that hides a society of smugglers and aquatic creatures.",https://www.imdb.com/title/tt0059895/?ref_=sr_i_151,,,
152. Ken ki,1965,1h 23m,,7.1,413,,"A man of questionable birth peacefully raises flowers, but after he masters a special sword-fighting technique, his life takes a dark turn.",https://www.imdb.com/title/tt0200769/?ref_=sr_i_152,,,
153. The Liquidator,1965,1h 45m,Approved,5.9,1.3K,,Colonel Mostyn of the British Intelligence Service suspects there is a leak in his department and hires an American expatriate to eliminate various targets working for the Soviets.,https://www.imdb.com/title/tt0059390/?ref_=sr_i_153,,,
154. Hysteria,1965,1h 25m,Not Rated,6.0,909,,"After a car accident in England, an American develops amnesia and tries to find his true identity, using various clues, but ends-up in the midst of a mysterious murder.",https://www.imdb.com/title/tt0058216/?ref_=sr_i_154,,,
155. Rapture,1965,1h 44m,Not Rated,7.2,1.2K,,"Agnes, a lonely teenage girl, and her father befriend an escaped convict, named Joseph, who arrives at their farm in Brittany, France. When Joseph develops an attraction to Agnes, her father threatens to break up the union.",https://www.imdb.com/title/tt0059633/?ref_=sr_i_155,,,
156. Curse of the Fly,1965,1h 26m,Approved,5.1,2.5K,,"Motorist Martin Delambre attempts to keep evidence of his family's bizarre experiments in teleportation hidden from his wife, who is hiding secrets of her own.",https://www.imdb.com/title/tt0059076/?ref_=sr_i_156,,,
157. Space Probe Taurus,1965,1h 21m,Not Rated,3.8,581,,"In the year 2000, the spaceship Hope One sets off to find new galaxies for colonization, but an encounter with an alien being and a swarm of meteorites sends the ship streaking off course into a sea of monsters on an uncharted world.",https://www.imdb.com/title/tt0059743/?ref_=sr_i_157,,,
158. Strange Bedfellows,1965,1h 38m,,6.2,1.2K,,"Carter meets Toni and impulsively marries her. They disagree on everything and finally separate. Seven years later, on the eve of their divorce, they meet again and spend the night together.",https://www.imdb.com/title/tt0058621/?ref_=sr_i_158,,,
159. The Beach Girls and the Monster,1965,1h 10m,Unrated,3.4,1.1K,,Surfers are being brutally murdered. Is the culprit a sea monster or just one of the teens' jealous parents?,https://www.imdb.com/title/tt0058954/?ref_=sr_i_159,,,
160. Merveilleuse Angélique,1965,1h 45m,Not Rated,6.6,1.8K,,"In the second of the Angélique series, the heroine joins a group of bandits, rescues her children, becomes a successful businesswoman, and once again becomes entangled in politics and matters of the heart.",https://www.imdb.com/title/tt0058343/?ref_=sr_i_160,,,
161. Three Rooms in Manhattan,1965,1h 50m,,6.4,560,,"After his wife leaves him, a young French actor, François Comte, moves to New York to work for a television company. One evening, he meets an attractive young woman, Kay Larsi, in a bar.",https://www.imdb.com/title/tt0179492/?ref_=sr_i_161,,,
162. The Truth About Spring,1965,1h 42m,Approved,6.4,750,,"During the 1960s, a Caribbean sailor and his tomboy daughter search for buried treasure but run into unsavory characters and a cute lawyer who's after romance.",https://www.imdb.com/title/tt0058691/?ref_=sr_i_162,,,
163. Up to His Ears,1965,1h 44m,Not Rated,6.2,2.5K,,"The farcical adventures of an unhappy, sometimes suicidal, billionaire Arthur Lempereur in Hong Kong and the Himalayas.",https://www.imdb.com/title/tt0059831/?ref_=sr_i_163,,,
164. The Coward,1965,1h 10m,,7.6,2.5K,,"A chance meeting rekindles old memories between a screenwriter and his ex-girlfriend, who is by now married to a well-to-do man.",https://www.imdb.com/title/tt0059348/?ref_=sr_i_164,,,
165. Eric Soya's '17',1965,1h 27m,,4.9,108,,,https://www.imdb.com/title/tt0059775/?ref_=sr_i_165,,,
166. 7 uomini d'oro,1965,1h 35m,G,6.6,513,,"An international gang of thieves, led by Albert the Professor and his seductive assistant Giorgia, use meticulous planning to steal seven tons of gold from the Swiss National Bank in Geneva.",https://www.imdb.com/title/tt0059707/?ref_=sr_i_166,,,
167. The Wizard of Mars,1965,1h 18m,,3.4,646,,"In 1975, four astronauts, Dorothy, Doc, Charlie, and Steve, crash land on Mars when taking readings, with only four days of supplies. They must try to survive on the surface, which is barren except for some canals with huge maggots with fins. After embarking through a golden igneous cavern, braving a storm and finding an unmanned Earth vessel, they discover a golden road which leads them to the unchanging ruins of what was once a beautiful Martian city. The Martians are modeled on the Flatheads of Oz, and their collective consciousness, the ""Wizard,"" forbids them to leave until they perform a very small task.",https://www.imdb.com/title/tt0059920/?ref_=sr_i_167,,,
168. Strike First Freddy,1965,1h 40m,,6.3,891,,"A sales agent of prank items, a real prankster, is returning to Denmark by ferry, when his bag is exchanged with a secret agent's bag. He ends up as a not so secret agent - bringing fun into the otherwise serious spy business.",https://www.imdb.com/title/tt0060991/?ref_=sr_i_168,,,
169. The Dolls,1965,1h 49m,Not Rated,6.1,399,,Four different facets of love Italian-style provide the basis of this episodic film.,https://www.imdb.com/title/tt0058938/?ref_=sr_i_169,,,
170. Pandava Vanavasam,1965,3h 8m,,8.3,156,,The Kauravas defeat the Pandavas in a game of dice and send them into an exile of twelve years.,https://www.imdb.com/title/tt0263831/?ref_=sr_i_170,,,
171. Blood for a Silver Dollar,1965,1h 38m,Not Rated,6.4,1.3K,,"A Confederate officer returns home in the wake of the Civil War, where he gets embroiled in local feuds involving an unscrupulous strongman and his hired henchmen.",https://www.imdb.com/title/tt0059114/?ref_=sr_i_171,,,
172. Yoyo,1965,1h 32m,Not Rated,7.5,1.8K,,"A man has everything: dozens of servants, a palace, vast woods, gardens, a lake, mechanical toys, private entertainment troupes of musicians and dancers. He has it all - but love. When alone, he sits at a desk, sighing, and looking at a photograph of a pretty girl. One day, the circus descended onto his palace, and amidst all the fun it brought, he recognized the Amazon on the white horse - the girl in the photograph. The girl is now the mother of a small boy, Yo-Yo, whom she considers that looks like the millionaire, even under a clown's make-up. The boy will spend some time in the palace, in awe of so much riches, but he will leave (in a dream-like scene) on the tusks of the elephant. Time passes - and one day Yo-Yo will be the owner of his father's palace in decay. Starting from scratch, he will rebuilt it, and be praised as a great clown, an artist, a film-maker, a millionaire. Yet, something is amiss...",https://www.imdb.com/title/tt0059934/?ref_=sr_i_172,,,
173. The Return of Ringo,1965,1h 35m,Not Rated,6.7,2.1K,,"A returning Union Officer discovers that his home has been overrun by Mexican bandits, and infiltrates the gang to restore order and determine if his wife has been faithful to him.",https://www.imdb.com/title/tt0060903/?ref_=sr_i_173,,,
174. Bus Riley's Back in Town,1965,1h 33m,Approved,6.0,474,,"A young sailor returns home to discover his girl has married an older, wealthy man.",https://www.imdb.com/title/tt0058998/?ref_=sr_i_174,,,
175. Voyage to the Prehistoric Planet,1965,1h 14m,Unrated,3.8,2K,,"In 2020, after the colonization of the moon, the spaceships Vega, Sirius and Capella are launched from Lunar Station 7. They are to explore Venus under the command of Professor Hartman, but an asteroid collides and explodes Capella.",https://www.imdb.com/title/tt0059887/?ref_=sr_i_175,,,
176. Love at Sea,1965,1h 17m,,7.3,773,,A sailor has a brief affair with a young secretary.,https://www.imdb.com/title/tt0193715/?ref_=sr_i_176,,,
177. Il compagno Don Camillo,1965,1h 33m,,6.9,2K,,Priest Don Camillo blackmails his friendly rival Peppone into letting him join a Communist delegation visiting the Soviet Union.,https://www.imdb.com/title/tt0059049/?ref_=sr_i_177,,,
178. La grosse caisse,1965,1h 45m,,6.5,208,,"Louis Bourdin, a modest ticket puncher on the Paris metro, is so enamoured of crime fiction that he decides to write his own novel, expecting that one day he will be as famous as Auguste Le Breton. After months of painstaking research, he pens a work of fiction that describes in meticulous detail a train robbery on his stretch of the metro. Unfortunately, Louis has no success getting the book published, as no one seems to believe the robbery is possible. To prove them wrong, Louis decides to enact the robbery himself, with the help of some professional crooks. As luck would have it, Paul Filippi, the aristocrat of crime, has just been released from prison and is preparing his next criminal exploit. To his mind, Louis has conceived the perfect robbery...",https://www.imdb.com/title/tt0156583/?ref_=sr_i_178,,,
179. Samurai Assassin,1965,2h 2m,Not Rated,7.4,2.6K,,"When a samurai clan attempting to assassinate a feudal lord begin to suspect a traitor, they start an investigation on a ronin who is helping their cause.",https://www.imdb.com/title/tt0059673/?ref_=sr_i_179,,,
180. The Pleasure Girls,1965,1h 28m,Not Rated,5.8,311,,"A beautiful young girl arrives in London to pursue a modeling career, and finds herself caught up in the whole ""swinging '60s"" scene.",https://www.imdb.com/title/tt0059607/?ref_=sr_i_180,,,
181. House of Terrors,1965,1h 21m,,6.2,278,,"A man, Chonin Mitake, dies crazy after long agony, and his dead body is cremated. His widow Yoshi, investigating on the past of her husband, goes to the mansion where he had lived, a building Leftly nicknamed ""Satan's Pit"" (a suggestive statue of Satan is situated in the atrium of the mansion) managed by a hunchbacked caretaker. Soon some visitors reach the house. the hunchbacked keeper warns...",https://www.imdb.com/title/tt0202960/?ref_=sr_i_181,,,
182. Frankenstein Meets the Spacemonster,1965,1h 19m,Unrated,3.8,1.8K,,"A Martian princess and a doctor replace the women on Mars, destroyed by atomic war, by raiding Puerto Rico while a shot down android terrorizes all.",https://www.imdb.com/title/tt0059199/?ref_=sr_i_182,,,
183. Intimate Lighting,1965,1h 11m,TV-PG,7.2,1.7K,,"One of the most important films of the Czech New Wave 60s, it was ranked among the top ten domestic films of all time. In this original sad comedy set in a small town, two classmates meet each other for the first time in ten years. They are both musicians: one is a member of the regional symphony orchestra, while the other is a local music teacher who performs at funerals.",https://www.imdb.com/title/tt0060543/?ref_=sr_i_183,,,
184. A Fugitive from the Past,1965,3h 3m,,7.9,1.4K,,"Three thieves escape from a heist, one of them killing the other two. He is sheltered by a prostitute and sought after by the police, but only after ten years his true motivation unravels.",https://www.imdb.com/title/tt0279901/?ref_=sr_i_184,,,
185. Blood Beast from Outer Space,1965,1h 25m,,5.5,901,,Mutant humanoids from outer space kidnap young Earth females in order to interbreed and save their species from extinction.,https://www.imdb.com/title/tt0059504/?ref_=sr_i_185,,,
186. Guide,1965,3h 3m,Not Rated,8.3,8.8K,,"When mistaken to be a sage by some villagers, an ex-tour guide reflects on his past and lost love to search for spiritual wisdom to guide the villagers.",https://www.imdb.com/title/tt0059246/?ref_=sr_i_186,,,
187. Tattooed Life,1965,1h 27m,,7.1,1.1K,,"After his own gang sets him up to kill a rival mobster, a hit man is forced to flee with his younger brother.",https://www.imdb.com/title/tt0059320/?ref_=sr_i_187,,,
188. Devils of Darkness,1965,1h 28m,Approved,4.9,1.1K,,"A secret vampire cult, which has its headquarters beneath the town cemetery, searches for victims for its human sacrifice rituals.",https://www.imdb.com/title/tt0059100/?ref_=sr_i_188,,,
189. The Raw Ones,1965,1h 15m,,5.0,116,,A profile of the nudist lifestyle.,https://www.imdb.com/title/tt0189959/?ref_=sr_i_189,,,
190. Terror-Creatures from the Grave,1965,1h 25m,Unrated,5.5,1.2K,,A lawyer arrives at a castle to fix the estate of its recently deceased owner. The owner's wife and daughter reveal that his spirit is wandering around the castle with evil intentions.,https://www.imdb.com/title/tt0060049/?ref_=sr_i_190,,,
191. When Tomorrow Dies,1965,1h 28m,,6.1,45,,"A frustrated, despairing housewife and young mother of two, imprisoned by her domestic world and ignored by her succesful husband, becomes increasingly bereft of hope and a means of escape.",https://www.imdb.com/title/tt0287136/?ref_=sr_i_191,,,
"192. War and Peace, Part II: Natasha Rostova",1965,1h 38m,Not Rated,8.0,1.9K,,"Natasha Rostova, a young Russian aristocrat, meets prince Andrey Bolkonskiy at a ball and immediately falls in love with him.",https://www.imdb.com/title/tt0061162/?ref_=sr_i_192,,,
193. The Monkey's Uncle,1965,1h 31m,G,5.8,1K,,A student is able to save Midvale College's football reputation using his radical invention.,https://www.imdb.com/title/tt0059462/?ref_=sr_i_193,,,
194. I complessi,1965,1h 47m,,7.2,962,,"In the first episode, Quirino tries to conquer Gabriella, lover of Alvaro, with the complexity of shyness. In the second part, Prof. Beozi, in order to avoid a scandal, ends up in a raid of the police in a local for homosexuals. In the third part, Guglielmo passes all tests in order to become reader of the television news brilliantly, although the commission works with all subtleness's to exclude him since nobody has the courage of uncovering the true reason for him being unwanted.",https://www.imdb.com/title/tt0059051/?ref_=sr_i_194,,,
195. Blood on the Land,1965,2h 10m,,7.5,1K,,"In Greece, in the early part of the 20th century, two brothers from a wealthy landowning family have opposite views on how the poor workers who work on their land should be treated.",https://www.imdb.com/title/tt0057892/?ref_=sr_i_195,,,
196. Love Has Many Faces,1965,1h 44m,Approved,5.2,528,,"Rich playgirl Kit Jordan (nee Katherine Lawson Chandler) is in Acapulco vacationing with her current husband, Pete Jordan, formerly an American beach boy working the Acapulco shores for rich women. Meanwhile, the body of one of Pete's fellow beach boys, Billy Andrews, washes to shore. On his wrist is a bracelet engraved with ""Love is thin ice."" The police investigate whether it was murder or suicide. Conflict arises when Billy's old girlfriend, Carol, makes a play for Pete, and beach boy Hank tries to score with Kit, and the stability of the marriage is put to the test.",https://www.imdb.com/title/tt0059403/?ref_=sr_i_196,,,
197. The Gendarme in New York,1965,1h 42m,,6.4,8.7K,,"After being chosen to represent France in an international congress, Cruchot and his troops must go to New York, and adapt to its social and cultural aspects.",https://www.imdb.com/title/tt0060450/?ref_=sr_i_197,,,
198. The Big Job,1965,1h 25m,,6.4,917,,"Bank robbers serve 15 years for heist. Upon release, they seek stashed loot, but the hiding spot (a tree) is now behind a police station due to urban expansion. Their quest to retrieve the money becomes complicated by the new location.",https://www.imdb.com/title/tt0058969/?ref_=sr_i_198,,,
199. The Sucker,1965,1h 51m,,7.3,8.3K,,Criminals have chosen an ordinary man to carry drugs and jewels in his car across the border. The problem is that this man turned out too much ordinary.,https://www.imdb.com/title/tt0057967/?ref_=sr_i_199,,,
"200. I, a Woman",1965,1h 35m,,5.2,155,,"The young nurse Siv is frustrated by the strict restraints of her religious parents and her boring fiancé, Sven. At the hospital where she works a patient Heinz, a married antiques dealer flirts with her. Although she is warned that he is a philandering playboy, she allows him to seduce her and they have an affair. He tells her that he loves her and proposes to leave his wife for her. Having only just discovered a new world of sexual liberty, she rejects his proposal. She then breaks off her engagement with Sven, moves away from her parents and finds a nursing position in another city. She meets Lars, a sailor, and they begins a relationship. When he proposes marriage, she breaks up with him. She begins dating Doctor Dam at the hospital where she works. He also falls in love with her, so she stops seeing him and decides that no single man will ever completely fulfill her own desires. She has a sexual encounter with a stranger, Eric who she realizes perfectly matches her own promiscuity.",https://www.imdb.com/title/tt0059324/?ref_=sr_i_200,,,
201. Apache Uprising,1965,1h 30m,Approved,5.7,526,,Various stage coach passengers and outlaws travelling through Indian country are forced to join forces against the Apaches.,https://www.imdb.com/title/tt0060117/?ref_=sr_i_201,,,
202. Change Partners,1965,1h 3m,,6.3,73,,"An adulterous couple turn to murder, only to discover that a petty crook and blackmailer has already had his eye upon them.",https://www.imdb.com/title/tt1730111/?ref_=sr_i_202,,,
203. The Pleasures of the Flesh,1965,1h 44m,,6.9,1.7K,,"After Atsushi commits murder, he is blackmailed into keeping a suitcase full of embezzled money. What follows is a descent into lustful, reckless actions and regret.",https://www.imdb.com/title/tt0059159/?ref_=sr_i_203,,,
204. Thunder in Dixie,1965,1h 13m,Not Rated,5.6,70,,"Mickey Arnold is a loving husband and a good friend to Ticker Welsh. However, when Mickey finds out that Ticker has seduced his wife, their friendship collapses. Now, the two are in a battle of wits, and Mickey can only win his wife back by getting first place in the annual Bible-Belt Race-a-Thon.",https://www.imdb.com/title/tt0195343/?ref_=sr_i_204,,,
205. The Yesterday Machine,1965,1h 25m,Not Rated,3.9,459,,A Nazi scientist invents a time machine enabling him to go back to alter the events of WWII.,https://www.imdb.com/title/tt0057701/?ref_=sr_i_205,,,
206. Teen Devian,1965,2h 1m,Not Rated,7.3,241,,"Devdutt Anand works in a company selling musical instruments, and is always late for work, infuriating his boss, I.S. Johar. Things change for the better when Johar finds out that Devdutt has a talent for writing poems, and he gets Devdutt to write and even gets them published for him. This gets Devdutt into the limelight and increases sales for Johar's business. While traveling home by BEST bus, he meets with Nanda, who has come to live in his neighborhood, and both are attracted to each other. One night Devdutt comes to the assistance to Bollywood movie actress Kalpana when her car breaks down, she finds out he is a poet and arranges a meeting with him, again both are attracted to each other. Devdutt is asked to deliver a piano to the palatial house of a wealthy woman named Simi alias Radha Rani. She too is impressed by Devutt's poems and invites him over to her house for a party, and again both are attracted to each other. Knowing fully well that he cannot marry three women in his country, a tortured and uncertain Devdutt must now make up his mind as who he wants as his life-partner.",https://www.imdb.com/title/tt0274944/?ref_=sr_i_206,,,
207. Lady L,1965,1h 57m,Approved,5.5,1.4K,,"L's elegant, elderly lady who recalls her past loves and lusty adventures of her life.",https://www.imdb.com/title/tt0059377/?ref_=sr_i_207,,,
208. Billie,1965,1h 27m,Not Rated,5.7,501,,"A 16-year-old tomboy and high school athlete finds herself caught between being beating boys at sports and having a boyfriend, while her conservative father opposes women's rights in his campaign for mayor.",https://www.imdb.com/title/tt0058972/?ref_=sr_i_208,,,
209. Das Geheimnis der drei Dschunken,1965,1h 30m,,5.5,161,,An FBI agent goes to Hong Kong to infiltrate an international nuclear smuggling ring.,https://www.imdb.com/title/tt0059216/?ref_=sr_i_209,,,
210. Janwar,1965,4h 7m,,6.7,218,,The wealthy patriarch of a Mumbai family learns more than wants to about his own origins after his refusal to accept his sons' chosen spouses drives them and his own wife away.,https://www.imdb.com/title/tt0317751/?ref_=sr_i_210,,,
211. A Very Special Favor,1965,1h 45m,Approved,6.2,592,,A rich man asks a womanizing playboy to marry his daughter and make a grandson for him.,https://www.imdb.com/title/tt0059868/?ref_=sr_i_211,,,
212. None But the Brave,1965,1h 46m,Approved,6.4,2.2K,,"During WW2, a platoon of Marines crash-lands on a tiny Pacific island occupied by a small Japanese unit.",https://www.imdb.com/title/tt0059518/?ref_=sr_i_212,,,
213. The Camp Followers,1965,1h 59m,,7.4,708,,"In WWII, Lieut. Martino and his men are assigned to lead a group of prostitutes through the mountainous ways to serve in brothels for Italian soldiers in Albania.",https://www.imdb.com/title/tt0059732/?ref_=sr_i_213,,,
