Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
325. Armand,2024,1h 58m,R,6.1,4.8K,62.0,"Armand, a 6-year-old boy, is accused of crossing boundaries against his best friend at elementary school.",https://www.imdb.com/title/tt26745321/?ref_=sr_i_325,['Halfdan Ullmann Tøndel'],['Halfdan Ullmann Tøndel'],"['Renate Reinsve', 'Ellen Dorrit Petersen', 'Endre Hellestveit', 'Thea Lambrechts Vaulen', 'Øystein Røger', 'Vera Veljovic-Jovanovic', 'Assad Siddique', 'Patrice Demoniere', 'Janne Heltberg', 'Maria Agwumaro']","NOK22,000,000 (estimated)","$23,474","$972,518","$109,061","September 27, 2024","['Norway', 'Netherlands', 'Germany', 'Sweden', 'United Kingdom']",['Norway'],"['Eye Eye Pictures', 'Keplerfilm', 'ONE TWO Films']","Awards, 7 wins & 11 nominations total","['Norwegian', 'Psychological Drama', 'Drama']","['Norwegian', 'English', 'Swedish']"
326. God & Country,2024,1h 30m,PG-13,6.4,1.3K,,"Looks at the implications of Christian Nationalism and how it distorts not only the constitutional republic, but Christianity itself.",https://www.imdb.com/title/tt29259251/?ref_=sr_i_326,['Katherine Stewart'],['Dan Partland'],"['William J. Barber II', 'Simone Campbell', 'Reza Aslan', 'Andrew Whitehead', 'Russell Moore', 'Kristin Kobes Du Mez', 'Andrew L. Seidel', 'Doug Pagitt', 'Jemar Tisby', 'Phil Vischer']",,"$38,415","$108,385","$108,385","March 26, 2024",['United States'],,"['Anonymous Content', 'Castle Rock Entertainment', 'Critical thinking']","Awards, 1 nomination total","['Faith & Spirituality Documentary', 'Documentary']",['English']
327. Stress Positions,2024,1h 35m,,5.0,738,62.0,"Terry, in strict quarantine in his ex-husband's Brooklyn home, cares for his injured nephew, a 19-year-old Moroccan model named Bahlul, drawing attention from everyone in his life.",https://www.imdb.com/title/tt30319533/?ref_=sr_i_327,"['Theda Hammel', 'Faheem Ali']",['Theda Hammel'],"['John Early', 'Qaher Harhash', 'Elizabeth Dement', 'Theda Hammel', 'Amy Zimmer', 'Rebecca F. Wright', 'Faheem Ali', 'Gordon Landenberger', 'Elias Abawi', 'Felipe Di Poi Tamargo']",,"$29,934","$105,995","$105,995","April 19, 2024",['United States'],,"['Neon', 'Roller Studios', 'Seaview Productions']","Awards, 1 win & 4 nominations total",['Comedy'],['English']
328. Wisdom of Happiness,2024,1h 30m,Not Rated,7.1,453,,"Dalai Lama, talks directly to camera about inner peace, happiness, and potential for peaceful, happy 21st century.",https://www.imdb.com/title/tt33055004/?ref_=sr_i_328,"['Philip Delaquis', 'Barbara Miller']","['Philip Delaquis', 'Barbara Miller']",['The Dalai Lama'],,"$58,015","$924,687","$105,654","October 17, 2025","['United States', 'Switzerland']",,"['Das Kollektiv für audiovisuelle Werke', 'Mons Veneris Films']","Awards, 1 win & 1 nomination total",['Documentary'],['English']
329. Let's Start a Cult,2024,1h 30m,,5.9,2.2K,,"After missing out on a long-awaited mass suicide, an obnoxious cult member teams up with his former leader to gain a new following.",https://www.imdb.com/title/tt24805876/?ref_=sr_i_329,"['Wes Haney', 'Ben Kitnick', 'Stavros Halkias']",['Ben Kitnick'],"['Stavros Halkias', 'Katy Fullan', 'Wes Haney', 'Scotty Nelson', 'Leslie Zang', 'Nathan Min', ""Clare O'Kane"", 'Edy Modica', 'Sarah Charipar', 'Ethan Suplee']",,"$50,288","$104,652","$104,652","February 4, 2025",['United States'],,['Queensbury Pictures'],"Awards, 1 nomination total","['Dark Comedy', 'Comedy']",['English']
330. Souleymane's Story,2024,1h 33m,Not Rated,7.6,7.4K,83.0,A Paris food delivery cyclist and asylum seeker named Souleymane has two days to prepare his story for a make-or-break interview to secure legal residency.,https://www.imdb.com/title/tt32086046/?ref_=sr_i_330,"['Boris Lojkine', 'Delphine Agut']",['Boris Lojkine'],"['Abou Sangare', 'Alpha Oumar Sow', 'Nina Meurisse', 'Emmanuel Yovanie', 'Younoussa Diallo', 'Keita Diallo', 'Ghislain Mahan', 'Mamadou Barry', 'Yaya Diallo', 'Karim Bouziane']",,"$11,493","$4,524,048","$101,752","August 8, 2025",['France'],"['Paris, France (Souleymane, the delivery man, cycles through the streets of the capital)']","['Unité', 'Canal+', 'Ciné+']","Awards, 22 wins & 22 nominations total","['French', 'Psychological Drama', 'Drama']","['French', 'Fulah', 'Malinka']"
331. Dahomey,2024,1h 8m,,6.7,3.4K,85.0,"The journey of 26 plundered royal treasures from the Kingdom of Dahomey exhibited in Paris, now being returned to Benin. Diop artistically voices a new generation's demands.",https://www.imdb.com/title/tt31015216/?ref_=sr_i_331,"['Mati Diop', 'Makenzy Orcel']",['Mati Diop'],"['Lucrèce Hougbelo', 'Parfait Vaiayinon', 'Didier Sedoha Nassangade', 'Sabine Badjogoumin', 'Dowoti Desir', 'Micheline Ayinon', 'Bicarel Gnikpo', 'Nadia Vihoutou Kponadou', 'Carlos Ounsougan', 'Saturnin Olou']",,"$25,960","$593,052","$100,959","December 13, 2024","['France', 'Senegal', 'Benin', 'Singapore']","['Abomey, Benin']","['Les Films du Bal', 'Fanta Sy', 'Arte France Cinéma']","Awards, 13 wins & 51 nominations total",['Documentary'],"['English', 'French', 'Fon']"
332. Mistress Dispeller,2024,1h 34m,,6.9,501,81.0,A Chinese woman hires someone to secretly end her husband's extramarital relationship in an attempt to save her marriage.,https://www.imdb.com/title/tt22060498/?ref_=sr_i_332,"['Charlotte Munch Bengtsen', 'Elizabeth Lo']",['Elizabeth Lo'],"['Fei Fei', 'Wang Zhenxi']",,"$23,443","$141,658","$93,197","October 24, 2025","['China', 'United States']",,"['After Argos Films', 'Anonymous Content', 'Chicago Media Project']","Awards, 16 wins & 18 nominations total","['Mandarin', 'Documentary', 'Family']","['Mandarin', 'Chinese']"
333. In the Summers,2024,1h 35m,Unrated,6.5,1.3K,83.0,"On a journey that spans the formative years of their lives, two sisters navigate their loving but volatile father during their yearly summer visits to his home in Las Cruces, New Mexico.",https://www.imdb.com/title/tt24805832/?ref_=sr_i_333,['Alessandra Lacorazza'],['Alessandra Lacorazza'],"['Residente', 'Sasha Calle', 'Lío Mehiel', 'Dreya Castillo', 'Luciana Elisa Quinonez', 'Kimaya Thais', 'Allison Salinas', 'Emma Ramos', 'Leslie Grace', 'Sharlene Cruz']",,"$11,724","$90,443","$90,443","February 5, 2025",['United States'],,"['Lexicon (II)', 'Bluestone Entertainment', 'Exile Content Studio']","Awards, 8 wins & 14 nominations total","['Coming-of-Age', 'Drama']","['English', 'Spanish']"
334. Kill the Jockey,2024,1h 36m,Unrated,6.3,3.2K,65.0,"Remo's self-destructive behavior overshadows his talent. Abril, an upcoming jockey is pregnant by Remo and has to decide between child or continuing to race. They both race for Sirena, a businessman who saved Remo's life in the past .",https://www.imdb.com/title/tt28231777/?ref_=sr_i_334,"['Luis Ortega', 'Rodolfo Palacios', 'Fabian Casas']",['Luis Ortega'],"['Valentina Ávila', 'Roberto Carnaghi', 'Osmar Núñez', 'Nahuel Pérez Biscayart', 'Daniel Fanego', 'Alberto Manuel Miyares', 'Diego Notario', 'Luis Canduci', 'Sebastián Torres', 'Jonathan Kuhn']",,"$4,610","$176,451","$89,528","September 26, 2024","['Argentina', 'Spain', 'United States', 'Mexico', 'Denmark', 'United Kingdom']","['Buenos Aires, Argentina']","['Rei Pictures', 'El Despacho', 'Infinity Hill']","Awards, 23 wins & 25 nominations total","['Spanish', 'Dark Comedy', 'Psychological Drama', 'Crime', 'Drama', 'Sport']",['Spanish']
335. Dandelion,2024,1h 53m,R,5.4,475,66.0,"It follows a singer-songwriter in a downward spiral as she takes a last effort gig at a motorcycle rally in South Dakota where she meets Casey, a guitarist who walked away from his dream long ago.",https://www.imdb.com/title/tt22866050/?ref_=sr_i_335,['Nicole Riegel'],['Nicole Riegel'],"['Thomas Doherty', 'KiKi Layne', 'Melanie Nicholls-King', 'John Wise Fiske', 'Jenny McManus', 'Cliff Cash', 'Mat Acra', 'Akil Jackson', 'Erin Reardon', 'Visionz2turnt']",,"$60,862","$89,433","$89,433","March 10, 2024",['United States'],,"['Automatik Entertainment', 'BondIt Media Capital', 'Griffin Drive Productions']","Awards, 3 nominations total","['Drama', 'Musical', 'Romance']",['English']
336. Given the Movie: Hiiragi Mix,2024,1h 10m,,7.8,520,,Hiiragi Mix takes place after the events of the Eiga Given and is mainly focused on the relationship between Mafuyu's childhood friends Hiiragi Kashima and Shizusumi Yagi.,https://www.imdb.com/title/tt31257225/?ref_=sr_i_336,"['Natsuki Kizu', 'Yuniko Ayana']","['Hayden Daviau', 'Noriko Hashimoto', 'Sara Ragsdale']","['Abigail Blythe', 'Yung-I Chang', 'Masatomo Nakazawa', 'Yuma Uchida', 'Howard Wang', 'Shogo Yano']",,,"$141,673","$88,988","January 27, 2024",['Japan'],,"['Lerche', 'Studio Nano']",,"['Japanese', 'Anime', 'Feel-Good Romance', 'Hand-Drawn Animation', 'Animation', 'Drama', 'Music', 'Romance']",['Japanese']
337. An Unfinished Film,2024,1h 47m,,7.2,1.6K,78.0,"January 2020. A film crew reunites near Wuhan to resume the shooting of a film halted ten years earlier, only to share the unexpected challenges as cities are placed under lockdown.",https://www.imdb.com/title/tt32186579/?ref_=sr_i_337,"['Ye Lou', 'Yingli Ma']",['Ye Lou'],"['Hao Qin', 'Xiaorui Mao', 'Xi Qi', 'Xuan Huang', 'Ming Liang', 'Songwen Zhang', 'Jian Zeng', 'An Bo', 'Zhong Cheng', 'Li Haibin']",,"$16,183","$195,602","$85,742","October 23, 2024","['Singapore', 'Germany', 'United States']",,"['Yingfilms Pte.', 'Essential Filmproduktion', 'ZDF/Arte']","Awards, 6 wins & 9 nominations total",['Drama'],['Chinese']
338. Blue Sun Palace,2024,1h 56m,,6.6,644,83.0,"When tragedy strikes, an unexpected bond forms between two migrants in the Chinese community of Queens. Far from home, their labor-filled lives intertwine as they grieve and search for familial connections.",https://www.imdb.com/title/tt32119297/?ref_=sr_i_338,['Constance Tsang'],['Constance Tsang'],"['Ke-Xi Wu', 'Kang-sheng Lee', 'Haipeng Xu', 'Damien Brown', 'Yvonne YF Chan', 'Leo Chen', 'Wu Chengying', 'Lily Gao', 'Huang Guiping', 'Janet Hsieh']",,"$11,270","$83,937","$83,937","March 12, 2025",['United States'],,"['Big Buddha Pictures', 'Field Trip Media']","Awards, 5 wins & 18 nominations total","['Mandarin', 'Drama', 'Romance']","['Mandarin', 'English', 'Min Nan']"
339. Ain't No Back to a Merry-Go-Round,2024,1h 29m,,8.1,24,,"Radical Black students, left white suburbanites, and a carousel: an untold story of the early civil rights movement.",https://www.imdb.com/title/tt32279099/?ref_=sr_i_339,"['Bob Balaban', 'Lee Grant', 'Alex Joseph Grayson']",['Ilana Trachtman'],"['Bob Balaban', 'Lee Grant', 'Alex Joseph Grayson', 'Alysia Reiner', 'Tracie Thoms', 'Dominique Thorne']",,"$8,363","$82,537","$82,537","May 5, 2024",['United States'],,['Ruby Pictures'],"Awards, 1 nomination total",['Documentary'],['English']
340. Water Brother,2024,1h 28m,,9.1,48,,"'Water Brother' is a feature documentary that follows the life of Sid Abbruzzi, an East Coast legend and culture icon.",https://www.imdb.com/title/tt14016126/?ref_=sr_i_340,"['Tony Hawk', 'Greyson Fletcher', 'Selema Masekela']","['Charles Kinnane', 'Daniel Kinnane']","['Tony Hawk', 'Greyson Fletcher', 'Selema Masekela', 'Shepard Fairey', 'Peter Mel', 'Balaram Stack', 'Sid Abbruzzi', 'Christian Fletcher', 'Peter Lance', 'Jerry Kirby']",,"$28,453","$78,407","$78,407","July 12, 2024",['United States'],,['Kinnane Brothers'],,['Documentary'],['English']
341. Bloody Axe Wound,2024,1h 23m,TV-MA,5.0,1.6K,,"Abbie Bladecut's family business, a video store, has thrived by disposing of teenagers to mimic horror movies. As the first female slasher, she battles gender bias while realizing the harsh realities behind the mass murders.",https://www.imdb.com/title/tt6975842/?ref_=sr_i_341,['Matthew John Lawrence'],['Matthew John Lawrence'],"['Chet Siegel', 'David Littleton', 'Jeffrey Dean Morgan', 'Mickey Breitenstein', 'Sari Arambulo', 'Matt Hopkins', 'Jeff Riddle', 'Billy Burke', 'Eddie Leavy', 'Jaden Slater']",,"$43,082","$78,076","$78,076","January 14, 2025",['United States'],,"['BullMoose Pictures', 'Dynamatt Productions']",,"['Dark Comedy', 'Parody', 'Slasher Horror', 'Comedy', 'Horror']",[]
342. Billy Preston: That's the Way God Planned It,2024,1h 45m,,8.8,76,,Follows the story and challenging life of legendary musician and genius keyboardist Billy Preston.,https://www.imdb.com/title/tt15845614/?ref_=sr_i_342,"['Paris Barclay', 'Cheo Hodari Coker']",['Paris Barclay'],"['Ringo Starr', 'Billy Porter', 'Eric Clapton', 'Suzanne De Passe', 'Olivia Harrison', 'Billy Preston', 'Robert Ellis Silberstein', 'Merry Clayton', 'Thomas Vicari', 'Sam Moore']",,"$15,093","$77,771","$77,771","March 8, 2024",['United States'],,"['Chicago Media Project', 'Concord Originals', 'DK Films']","Awards, 3 wins total","['Music Documentary', 'Biography', 'Documentary', 'Music']",['English']
343. Guns & Moses,2024,1h 34m,,5.4,1K,,A beloved small town rabbi in the high desert becomes an unlikely gunslinger after his community is violently attacked.,https://www.imdb.com/title/tt21861086/?ref_=sr_i_343,"['Nina Litvak', 'Salvador Litvak']",['Salvador Litvak'],"['Dermot Mulroney', 'Neal McDonough', 'Christopher Lloyd', 'Alona Tal', 'Jake Busey', 'Mercedes Mason', 'Craig Sheffer', 'Paulo Costanzo', 'Mark Feuerstein', 'Ed Quinn']",,"$57,186","$77,433","$77,433","June 19, 2024",['United States'],"['Santa Clarita, California, USA']","['LB Entertainment', 'Guns and Moses', 'Intrinsic Value Films']",,"['Crime', 'Thriller']",['English']
344. Among Neighbors,2024,1h 40m,,8.2,508,,"In a small Polish town where a dark history has been silenced, an eyewitness to murder speaks out in search of the Jewish boy she loved.",https://www.imdb.com/title/tt7758540/?ref_=sr_i_344,['Yoav Potash'],['Yoav Potash'],"['Yaacov Goldstein', 'Pelagia Radecka', 'Stanisława Bachanek', 'Łukasz Baksik', 'Anita Friedman', 'Aaron Tartakovsky', 'Konstanty Gebert', 'Janina Grzebalska', 'Janina Jaworska', 'Zofia Łęcka']",,"$6,354","$76,918","$76,918","April 20, 2025","['Poland', 'United States']","['Gniewoszów, Poland']","['Claims Conference', 'Headfirst Arts & Media']","Awards, 13 wins & 2 nominations total","['Adult Animation', 'Crime Documentary', 'Hand-Drawn Animation', 'History Documentary', 'Military Documentary', 'Political Documentary', 'Animation', 'Crime', 'Documentary']","['English', 'Polish']"
345. Crossing,2024,1h 46m,,7.4,6.8K,83.0,"Lia, a retired teacher, has promised to find her long-lost niece, Tekla. Her search takes her to Istanbul where she meets Evrim, a lawyer fighting for trans rights, and Tekla starts to feel closer than ever.",https://www.imdb.com/title/tt27417166/?ref_=sr_i_345,['Levan Akin'],['Levan Akin'],"['Mzia Arabuli', 'Lucas Kankava', 'Deniz Dumanli', 'Nino Karchava', 'Levan Bochorishvili', 'Nino Tedoradze', 'Giga Shavadze', 'Bunyamin Deger', 'Sema Sultan Elekci', 'Metin Akdemir']",,"$15,365","$660,489","$74,604","July 19, 2024","['Sweden', 'Denmark', 'France', 'Turkey', 'Georgia']","['Istanbul, Turkey']","['French Quarter Film', 'Adomeit Film', 'Bir Film']","Awards, 13 wins & 13 nominations total",['Drama'],"['Georgian', 'Turkish', 'English']"
346. Been Here Stay Here,2024,1h 26m,,7.6,13,,Three generations on Tangier Island as rising waters threaten their way of life. The close-knit Christian community faces an uncertain future while maintaining their deep connection to the Chesapeake Bay.,https://www.imdb.com/title/tt33724458/?ref_=sr_i_346,"['James Eskridge', 'Cameron Evans', 'Jacob Parks']",['David Usui'],"['James Eskridge', 'Cameron Evans', 'Jacob Parks', 'Kyle Meyaard-Schaap', 'Yasmin Ismail', 'David Schulte']",,"$5,926","$67,407","$67,407","November 19, 2024",['United States'],,"['Lost & Found Films', 'Safe Space Pictures', 'Lost & Found Films']","Awards, 1 nomination total",['Documentary'],['English']
347. The Glassworker,2024,1h 38m,,7.0,2.7K,,"The life of a young glassblower in training and his relationships over the years, as his land goes through war and strife.",https://www.imdb.com/title/tt5986440/?ref_=sr_i_347,"['Usman Riaz', ""Moya O'Shea""]",['Usman Riaz'],"['Art Malik', 'Sacha Dhawan', 'Anjli Mohindra', 'Tony Jayawardena', 'Teresa Gallagher', 'Mina Anwar', 'Sham Ali', 'Maya Saroya', 'Nila Aalia', 'Alex Jordan']",,"$12,113","$88,080","$66,341","August 21, 2025","['Pakistan', 'United States']",,['Mano Animation Studios'],"Awards, 2 wins & 7 nominations total","['Hand-Drawn Animation', 'Animation', 'Drama', 'Romance']","['English', 'Urdu']"
348. Sebastian,2024,1h 50m,Unrated,6.8,2.9K,64.0,"Max, a 25-year-old aspiring writer living in London, begins a double life as a sex worker in order to research his debut novel.",https://www.imdb.com/title/tt30317033/?ref_=sr_i_348,['Mikko Mäkelä'],['Mikko Mäkelä'],"['Ruaridh Mollica', 'Hiftu Quasem', 'Jonathan Hyde', 'Ingvar Sigurdsson', 'Dylan Brady', 'Pedro Minas', 'Matthias Moret', 'Akbar Kurtha', 'Laurent Maria', 'Ibilola Rossi']",,"$12,876","$129,973","$65,636","October 25, 2024","['United Kingdom', 'Finland', 'Belgium']","['London, England, UK']","['British Film Institute (BFI)', 'Bêtes Sauvages', 'Screen Scotland']","Awards, 2 wins & 18 nominations total","['Coming-of-Age', 'Showbiz Drama', 'Drama']","['English', 'French']"
349. The Summer Book,2024,1h 30m,,6.5,1.5K,62.0,"A young girl, Sophia (Emily Matthews) spends the summer with her father (Anders Danielsen Lie) and grandmother (Glenn Close) on a small island in the Gulf of Finland, as the family grapples with the recent death of Sophia's mother.",https://www.imdb.com/title/tt26940053/?ref_=sr_i_349,"['Robert Jones', 'Tove Jansson']",['Charlie McDowell'],"['Emily Matthews', 'Glenn Close', 'Anders Danielsen Lie', 'Ingvar Sigurdsson', 'Pekka Strang', 'Sophia Heikkilä', 'Tove Jansson', 'Theo Zilliacus']",,"$9,155","$154,677","$62,996","September 19, 2025","['United States', 'Finland', 'United Kingdom']","['Kotka, Finland']","['Free Range Films', 'Stille Productions', 'High Frequency Entertainment']","Awards, 2 nominations total",['Drama'],['English']
350. Kizumonogatari: Koyomi Vamp,2024,2h 24m,16+,7.0,191,,"After helping a vampire, Reki becomes one of them. To become human again, she must recover the vampire's limbs captured by hunters.",https://www.imdb.com/title/tt31152166/?ref_=sr_i_350,"['Nisio Isin', 'Tatsuya Oishi']",['Tatsuya Oishi'],"['Masashi Ebara', 'Yui Horie', 'Miyu Irino', 'Hiroshi Kamiya', 'Hôchû Ôtsuka', 'Maaya Sakamoto', 'Takahiro Sakurai']",,,"$71,675","$62,079","January 12, 2024",['Japan'],,"['Dwarf', 'SHAFT']",,"['Japanese', 'Adult Animation', 'Anime', 'Hand-Drawn Animation', 'Action', 'Animation', 'Mystery']",['Japanese']
351. Alienoid: The Return to the Future,2024,2h 2m,TV-14,6.5,3.4K,,"Pursuit of a divine sword drives Taoist time travelers, aliens, and bounty hunters across eras. Lee Ahn races to rescue trapped allies while an alien Controller unleashes Haava, leaving present day Earth in ruin.",https://www.imdb.com/title/tt20201212/?ref_=sr_i_351,['Choi Dong-hoon'],['Choi Dong-hoon'],"['Ryu Jun-yeol', 'Kim Tae-ri', 'Kim Woo-bin', 'Kim Eui-sung', 'Lee Hanee', 'Lee Hyeon-geol', 'Wi Ji-woong', 'Jang Joon-hwi', 'Yum Jung-ah', 'Yoon Kyung-ho']",,"$27,972","$10,824,208","$60,720","January 10, 2024",['South Korea'],,['Caper Film'],,"['Korean', 'Alien Invasion', 'Martial Arts', 'Sword & Sorcery', 'Action', 'Fantasy', 'Sci-Fi']",['Korean']
352. LiSA LiVE is SMiLE ALWAYS -LANDER-,2024,2h 11m,,7.1,14,,"LiSA's finale concert of her ""LANDER"" tour in Tokyo features performances of hit tracks like the ""Demon Slayer"" theme ""Gurenge.""",https://www.imdb.com/title/tt32742667/?ref_=sr_i_352,['LiSA'],['Nobb Sueyoshi'],['LiSA'],,"$40,359","$60,710","$60,710","August 17, 2024",,,,,['Music'],[]
353. Ernest Cole: Lost and Found,2024,1h 45m,,7.3,535,82.0,Follows Ernest Cole's journey as the first Black freelance photographer in apartheid South Africa.,https://www.imdb.com/title/tt27760132/?ref_=sr_i_353,"['Ernest Cole', 'Raoul Peck']",['Raoul Peck'],"['LaKeith Stanfield', 'Jacques Chirac', 'Ernest Cole', 'F.W. de Klerk', 'Ashley Forbes', 'Gerrie Hugo', 'Benzien Jeffrey', 'Helen Joseph', 'Miriam Makeba', 'Singqokwana Malgas']",,"$6,072","$348,603","$58,867","December 25, 2024","['France', 'United States']","['Cape Town, South Africa']","['Velvet Film', 'Arte France Cinéma', 'Arte France']","Awards, 1 win & 9 nominations total","['Biography', 'Documentary', 'History']","['English', 'French']"
354. Force of Nature,2024,2h,R,5.9,10K,58.0,Five women participate in a hiking retreat but only four come out the other side. Federal agents Aaron Falk and Carmen Cooper head into the mountains hoping to find their informant still alive.,https://www.imdb.com/title/tt20256448/?ref_=sr_i_354,"['Robert Connolly', 'Jane Harper']",['Robert Connolly'],"['Eric Bana', 'Anna Torv', 'Deborra-Lee Furness', 'Robin McLeavy', 'Sisi Stringer', 'Lucy Ansell', 'Jacqueline McKenzie', 'Jeremy Lindsay Taylor', 'Richard Roxburgh', 'Tony Briggs']",,"$36,609","$5,786,313","$58,690","February 8, 2024","['United States', 'Australia']","['Dandenong Ranges National Park, Victoria, Australia (The Basin)']","['Arenamedia', 'Made Up Stories', 'Pick Up Truck Pictures']","Awards, 3 wins & 14 nominations total","['Cop Drama', 'Police Procedural', 'Whodunnit', 'Crime', 'Mystery', 'Thriller']",['English']
355. Music for Mushrooms,2024,1h 22m,,7.3,13,,"An associate of Ram Dass, East Forest explores how music and psychedelics can facilitate transformative healing through the blending of shamanistic practices with guided psychedelic experiences.",https://www.imdb.com/title/tt32843993/?ref_=sr_i_355,"['East Forest', 'Rachel Clara Reed']",['East Forest'],"['Ram Dass', 'Duncan Trussell', 'Spring Washam', 'Xochitl Ashe Kusikuy', 'Robin Carhart-Harris', 'Peter Broderick', 'Hanifa Nayo Washington', 'Charles Eisenstein', 'Vernon Courtlandt Johnson', 'Jon Hopkins']","$450,000 (estimated)","$8,144","$54,178","$54,178",2024,['United States'],,['Aquilo'],,['Documentary'],['English']
356. Grand Tour,2024,2h 9m,,6.5,2.8K,82.0,"Edward, civil servant, flees fiancée Molly on their wedding day in Rangoon, 1917. His travels replace panic with melancholy. Molly, set on marriage, amused by his escape, trails him across Asia.",https://www.imdb.com/title/tt27180099/?ref_=sr_i_356,"['Telmo Churro', 'Maureen Fazendeiro', 'Miguel Gomes']",['Miguel Gomes'],"['Gonçalo Waddington', 'Crista Alfaiate', 'Cláudio da Silva', 'Lang Khê Tran', 'Jorge Andrade', 'João Pedro Vaz', 'João Pedro Bénard', 'Teresa Madruga', 'Joana Bárcia', 'Rembrandt Beerens']",,"$9,176","$853,766","$53,804","April 18, 2025","['Portugal', 'Italy', 'France', 'Germany', 'Japan', 'China']","['Rome, Lazio, Italy']","['Uma Pedra no Sapato', 'Vivo Film', 'Shellac Films']","Awards, 12 wins & 30 nominations total","['Portuguese', 'Period Drama', 'Drama', 'History', 'Romance']","['Portuguese', 'Burmese', 'Vietnamese', 'English', 'Mandarin', 'French', 'Spanish', 'Japanese']"
357. Seeking Mavis Beacon,2024,1h 42m,R,5.7,241,71.0,Investigates the disappearance and reexamines the legacy of one of the most influential Black women in technology.,https://www.imdb.com/title/tt18322912/?ref_=sr_i_357,['Jazmin Jones'],['Jazmin Jones'],"['Sondra Blake', 'Jazmin Jones', 'Olivia McKayla Ross']",,"$7,497","$55,391","$52,897","January 20, 2024",['United States'],,"['BelleMoon Productions', 'Cinereach', 'Field of Vision (II)']","Awards, 1 win & 7 nominations total",['Documentary'],['English']
358. The True Story of Tamara de Lempicka & The Art of Survival,2024,1h 36m,,8.2,77,,"Life of renowned Art Deco painter Tamara de Lempicka from 1920s Paris rise to stardom, move to US fleeing fascism in 1940, and revival in current art market, through powerful paintings depicting high society, nudes, and her lifestyle.",https://www.imdb.com/title/tt13172076/?ref_=sr_i_358,"['Amy Harrison', 'Julie Rubio']",['Julie Rubio'],"['Victoria De Lempicka', 'Marisa De Lempicka', 'Paula Birnbaum', 'Cristina de Lempicka', 'Eden Espinosa', 'Matt Gould', 'Carson Kreitzer', 'Scott Niichel', 'Anne Paddy', 'Julie Rubio']",,,"$93,975","$52,684","October 11, 2024",['United States'],,['East Meets West Productions'],,['Documentary'],['English']
359. The Beast Within,2024,1h 37m,R,4.3,6.5K,43.0,"After a series of strange events leads her to question her family's isolated life on a fortified compound deep in the English wilds, 10-year-old Willow follows her parents on one of their secret late-night treks to the heart of the forest.",https://www.imdb.com/title/tt14539318/?ref_=sr_i_359,"['Greer Ellison', 'Alexander J. Farrell']",['Alexander J. Farrell'],"['Kit Harington', 'Ashleigh Cummings', 'Caoilinn Springall', 'James Cosmo', 'Andrei Nova', 'Adam Basil', 'Martina McClements', 'Ian Giles', 'Hugh Coles']",,"$51,860","$51,860","$51,860","July 26, 2024",['United Kingdom'],,"['Paradox House', 'Future Artists Entertainment', 'Filmology Finance']","Awards, 1 nomination total",['Horror'],['English']
360. Happyend,2024,1h 53m,,6.8,2.2K,75.0,"In near-future Tokyo, the threat of a catastrophic quake looms. Two friends prank their principal before graduation, leading to school surveillance installation.",https://www.imdb.com/title/tt29279903/?ref_=sr_i_360,['Neo Sora'],['Neo Sora'],"['Hayato Kurihara', 'Yukito Hidaka', 'Yûta Hayashi', 'Shina Peng', 'Arazi', 'Kilala Inori', 'Pushim', 'Ayumu Nakajima', 'Shirô Sano', 'Makiko Watanabe']",,"$8,815","$1,155,838","$51,642","January 2, 2026","['Japan', 'United States', 'Singapore', 'United Kingdom']",,"['Zakkubalan', 'Cineric Creative', 'Cinema Inutile']","Awards, 8 wins & 15 nominations total","['Japanese', 'Drama', 'Fantasy', 'Sci-Fi']",['Japanese']
361. Fighting Spirit: A Combat Chaplain's Journey,2024,1h 15m,PG-13,8.6,61,,"Remains of POW chaplain Emil Kapaun identified after 70 years. Another chaplain embarks on journey to greet them, inspired by 419 chaplains' sacrifices. The convergence of their paths from different eras leads to a healing moment.",https://www.imdb.com/title/tt29293520/?ref_=sr_i_361,"['Justin Roberts', 'Richard Hull']","['Richard Hull', 'Justin Roberts']",,,"$16,414","$51,421","$51,421","November 8, 2024",['United States'],,"['Paulist Productions', 'Wonder Project']",,['Documentary'],['English']
362. Swamp Dogg Gets His Pool Painted,2024,1h 35m,,7.5,204,71.0,"Cult musician Swamp Dogg and housemates Moogstar and Guitar Shorty have turned their suburban LA home into an artistic haven. They journey through the turbulent music business, forming a special friendship transcending eras.",https://www.imdb.com/title/tt30835291/?ref_=sr_i_362,"['Andrew Broder', 'Isaac Gale', 'Paul Lovelace']","['Isaac Gale', 'David McMurry', 'Ryan Olson']","['Swamp Dogg', 'Moogstar', 'Guitar Shorty', 'Johnny Knoxville', 'Tom Kenny', 'Mike Judge', 'Jenny Lewis', 'John Prine', 'Gregg Grease', 'Alonzo Williams']",,"$3,590","$51,047","$51,047","July 18, 2025",['United States'],,['Poorly Painted Pools'],"Awards, 3 wins & 4 nominations total","['Comedy', 'Documentary', 'Music']",['English']
