Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
79. Pushpa: The Rule - Part 2,2024,3h 21m,Not Rated,6.0,68K,,"As his smuggling empire grows, a brazen Pushpa longs for power and respect on his vengeful journey, while facing old rivals and new.",https://www.imdb.com/title/tt16539454/?ref_=sr_i_79,"['A.R. Prabhav', 'Rajendra Sapre', 'Sukumar']",['Sukumar'],"['Allu Arjun', 'Rashmika Mandanna', 'Fahadh Faasil', 'Jagadeesh Prathap Bandari', 'Jagapathi Babu', 'Sunil', 'Anasuya Bharadwaj', 'Rao Ramesh', 'Aadukalam Naren', 'Tarak Ponnappa']",,"$9,300,000","$175,399,684","$13,000,000","December 5, 2024",['India'],,"['AR Film Studio', 'Muttamsetty Media', 'Mythri Movie Makers']","Awards, 12 wins & 14 nominations total","['Telugu', 'Action Epic', 'Gangster', 'One-Person Army Action', 'Action', 'Crime', 'Drama', 'Thriller']",['Telugu']
80. Am I Racist?,2024,1h 40m,PG-13,6.6,18K,,"A man investigates diversity, equity and inclusion practices, revealing absurdities through hidden social experiments.",https://www.imdb.com/title/tt33034103/?ref_=sr_i_80,"['Justin Folk', 'Brian A. Hoffman', 'Matt Walsh']",['Justin Folk'],"['Matt Walsh', 'Maryna Biletska', 'Robin DiAngelo', 'Regina Jackson', 'Saira Rao', 'Sarra Tekola', 'Rhoda Pell']",,"$4,544,063","$12,311,598","$12,311,598","September 13, 2024",['United States'],,"['Daily Wire Studios', 'Digital Astronaut', 'The Daily Wire']",,"['Dark Comedy', 'Satire', 'Comedy', 'Documentary']",['English']
81. Here,2024,1h 44m,PG-13,6.3,29K,39.0,"A generational story about families and the special place they inhabit, sharing in love, loss, laughter, and life.",https://www.imdb.com/title/tt18272208/?ref_=sr_i_81,"['Eric Roth', 'Robert Zemeckis', 'Richard McGuire']",['Robert Zemeckis'],"['Tom Hanks', 'Robin Wright', 'Paul Bettany', 'Kelly Reilly', 'Ellis Grunsell', 'Teddy Russell', 'Finn Guegan', 'Callum Macreadie', 'Lauren McQueen', 'Grace Lyra']","$45,000,000 (estimated)","$4,875,195","$16,010,355","$12,237,270","November 1, 2024","['United States', 'Canada']","['Pinewood Studios, Iver Heath, Buckinghamshire, England, UK (Studio)']","['Miramax', 'ImageMovers', 'Canadian Film or Video Production Services Tax Credit (PSTC)']","Awards, 3 wins & 7 nominations total","['Coming-of-Age', 'Psychological Drama', 'Drama']",['English']
82. Bonhoeffer: Pastor. Spy. Assassin.,2024,2h 13m,PG-13,6.2,4.8K,43.0,"As the world teeters on the brink of annihilation, Dietrich Bonhoeffer joins a deadly plot to assassinate Hitler, risking his faith and fate to save millions of Jews from genocide.",https://www.imdb.com/title/tt26237514/?ref_=sr_i_82,['Todd Komarnicki'],['Todd Komarnicki'],"['Jonas Dassler', 'Phileas Heyblom', 'August Diehl', 'David Jonsson', 'Flula Borg', 'Moritz Bleibtreu', 'Nadine Heidenreich', 'Greg Kolpakchi', 'William Robinson', 'Clarke Peters']",,"$5,047,975","$12,725,417","$12,222,383","November 22, 2024","['Ireland', 'Belgium', 'United States']","['Limerick, Ireland (county)']","[""Crow's Nest Productions"", 'Fontana', 'In Plain Sight Group']","Awards, 1 nomination total","['Period Drama', 'Political Thriller', 'Biography', 'Drama', 'History', 'Thriller']",['English']
83. Sound of Hope: The Story of Possum Trot,2024,2h 10m,PG-13,7.1,2.6K,,"The true story of Donna and Reverend WC Martin and their church in East Texas, in which 22 families adopted 77 children from the local foster system, igniting a movement for vulnerable children everywhere.",https://www.imdb.com/title/tt6881490/?ref_=sr_i_83,"['Joshua Weigel', 'Rebekah Weigel']",['Joshua Weigel'],"['Nika King', 'Demetrius A. Grosse', 'Elizabeth Mitchell', 'Diaana Babnicova', 'Jillian Reeves', 'Kaysi J. Bradley', 'Della Golden', 'Aria Jennai Pulliam', 'Asher Liam Clay', 'Taj Johnson']",,"$3,078,758","$11,723,502","$11,647,099","July 4, 2024",['United States'],,"['Peacetree Productions', '3.16 Productions']","Awards, 3 wins & 3 nominations total",['Drama'],['English']
84. Never Let Go,2024,1h 41m,R,5.4,20K,55.0,A family that has been haunted by an evil spirit for years. Their safety and their surroundings come into question when one of the children questions if the evil is real.,https://www.imdb.com/title/tt14415204/?ref_=sr_i_84,"['KC Coughlin', 'Ryan Grassby']",['Alexandre Aja'],"['Halle Berry', 'Percy Daggs IV', 'Anthony B. Jenkins', 'William Catlett', 'Kathryn Kirkpatrick', 'Georges Gracieuse', 'Matthew Kevin Anderson', 'Cadence Compton', 'Christin Park', 'Stephanie Lavigne']","$20,000,000 (estimated)","$4,449,065","$16,879,184","$10,306,106","September 20, 2024","['United States', 'Canada', 'France']","['Hope, British Columbia, Canada (Town)']","['Lionsgate', 'Media Capital Technologies', '21 Laps Entertainment']","Awards, 2 nominations total","['Supernatural Horror', 'Horror', 'Mystery', 'Thriller']",['English']
85. Lisa Frankenstein,2024,1h 41m,PG-13,6.1,33K,47.0,"A coming of RAGE love story about a teenager and her crush, who happens to be a corpse. After a set of horrific circumstances bring him back to life, the two embark on a journey to find love, happiness - and a few missing body parts.",https://www.imdb.com/title/tt21188080/?ref_=sr_i_85,['Diablo Cody'],['Zelda Williams'],"['Kathryn Newton', 'Liza Soberano', 'Jenna Davis', 'Trina LaFargue', 'Paola Andino', 'Joshua Montes', 'Chris Greening', 'Mae Anglim', 'Joey Harris', 'Henry Eikenberry']","$13,000,000 (estimated)","$3,695,785","$9,927,714","$9,774,285","February 9, 2024",['United States'],"['New Orleans, Louisiana, USA']","['Lollipop Woods', 'MXN Entertainment']","Awards, 1 win & 5 nominations total","['Coming-of-Age', 'Dark Comedy', 'Dark Romance', 'Teen Comedy', 'Teen Horror', 'Teen Romance', 'Comedy', 'Horror', 'Romance']",['English']
86. Piece by Piece,2024,1h 33m,PG,6.9,8K,63.0,"A vibrant journey through the life of Pharrell Williams, told through the lens of Lego animation.",https://www.imdb.com/title/tt31064841/?ref_=sr_i_86,"['Morgan Neville', 'Jason Zeldes', 'Aaron Wickenden']",['Morgan Neville'],"['Pharrell Williams', 'Morgan Neville', 'Kendrick Lamar', 'Gwen Stefani', 'Timbaland', 'Snoop Dogg', 'Justin Timberlake', 'Jay-Z', 'N.O.R.E.', 'Daft Punk']","$16,000,000 (estimated)","$3,851,355","$10,722,792","$9,756,635","October 11, 2024",['United States'],,"['Focus Features', 'i am OTHER', 'Tremolo Productions']","Awards, 2 wins & 18 nominations total","['Computer Animation', 'Jukebox Musical', 'Pop Musical', 'Animation', 'Biography', 'Comedy', 'Family', 'Musical']",['English']
87. Saturday Night,2024,1h 49m,R,6.8,40K,60.0,"At 11:30pm on October 11th, 1975, a ferocious troupe of young comedians and writers changed television forever. Find out what happened behind the scenes in the 90 minutes leading up to the first broadcast of Saturday Night Live (1975).",https://www.imdb.com/title/tt27657135/?ref_=sr_i_87,"['Gil Kenan', 'Jason Reitman']",['Jason Reitman'],"['Gabriel LaBelle', 'Rachel Sennott', 'Cory Michael Smith', 'Ella Hunt', ""Dylan O'Brien"", 'Emily Fairn', 'Matt Wood', 'Lamorne Morris', 'Kim Matula', 'Finn Wolfhard']","$25,000,000 (estimated)","$270,487","$10,055,029","$9,511,315","October 11, 2024",['United States'],"['New York City, New York, USA']","['Columbia Pictures', 'TSG Entertainment']","Awards, 11 wins & 44 nominations total","['Docudrama', 'Period Drama', 'Showbiz Drama', 'Biography', 'Comedy', 'Drama', 'History']",['English']
88. The Crow,2024,1h 51m,R,4.7,42K,30.0,"Soulmates Eric and Shelly are brutally murdered. Given a chance to save the love of his life, Eric must sacrifice himself and traverse the worlds of the living and the dead, seeking revenge.",https://www.imdb.com/title/tt1340094/?ref_=sr_i_88,"[""James O'Barr"", 'Zach Baylin', 'William Josef Schneider']",['Rupert Sanders'],"['Bill Skarsgård', 'FKA twigs', 'Danny Huston', 'Josette Simon', 'Laura Birn', 'Sami Bouajila', 'Karel Dobrý', 'Jordan Bolger', 'Sebastian Orozco', 'David Bowles']","$50,000,000 (estimated)","$4,644,666","$24,217,442","$9,275,659","August 23, 2024","['United States', 'United Kingdom', 'France', 'Czech Republic', 'Germany']","['Prague, Czech Republic']","['Lionsgate', 'Pressman Film', 'Media Capital Technologies']","Awards, 1 win & 2 nominations total","['Dark Fantasy', 'Dark Romance', 'One-Person Army Action', 'Serial Killer', 'Splatter Horror', 'Superhero', 'Supernatural Fantasy', 'Supernatural Horror', 'Tragic Romance', 'Action']",['English']
89. The Lord of the Rings: The War of the Rohirrim,2024,2h 14m,PG-13,6.3,41K,54.0,"A sudden attack by Wulf, a clever and traitorous lord of Rohan seeking vengeance for the death of his father, forces Helm Hammerhand, the King of Rohan, and his people to make a daring last stand in the ancient stronghold of the Hornburg.",https://www.imdb.com/title/tt14824600/?ref_=sr_i_89,"['Jeffrey Addiss', 'Will Matthews', 'Phoebe Gittins']",['Kenji Kamiyama'],"['Brian Cox', 'Gaia Wise', 'Miranda Otto', 'Luca Pasqualino', 'Lorraine Ashbourne', 'Shaun Dooley', 'Benjamin Wainwright', 'Yazdan Qafouri', 'Laurence Ubong Williams', 'Michael Wildman']","$30,000,000 (estimated)","$4,552,109","$20,758,572","$9,158,572","December 13, 2024","['New Zealand', 'Japan', 'United States']","['Musashino, Tokyo, Japan (animation studio)']","['New Line Cinema', 'Warner Bros. Animation', 'WingNut Films']","Awards, 3 nominations total","['The Lord of the Rings', 'Adult Animation', 'Adventure Epic', 'Anime', 'Dark Fantasy', 'Fantasy Epic', 'Hand-Drawn Animation', 'Sword & Sorcery', 'Action', 'Adventure']",['English']
90. Thelma,2024,1h 38m,PG-13,6.9,29K,77.0,"When 93-year-old Thelma Post gets duped by a phone scammer pretending to be her grandson, she sets out on a treacherous quest across the city to reclaim what was taken from her.",https://www.imdb.com/title/tt23778968/?ref_=sr_i_90,['Josh Margolin'],['Josh Margolin'],"['June Squibb', 'Fred Hechinger', 'Richard Roundtree', 'Parker Posey', 'Clark Gregg', 'Hilda Boulware', 'Chase Kim', 'Carol Cetrone', 'Sheila Korsi', ""Annie O'Donnell""]",,"$2,303,222","$13,072,709","$9,002,073","June 21, 2024","['United States', 'Switzerland']","['5700 block of Whitnall Hwy, North Hollywood, Los Angeles, California, USA (Thelma falls to the ground at night)']","['Bandwagon', 'Invention Studios', 'Zurich Avenue']","Awards, 11 wins & 30 nominations total","['Action', 'Comedy']",['English']
91. The Day the Earth Blew Up: A Looney Tunes Movie,2024,1h 31m,PG,6.7,9.1K,68.0,Porky Pig and Daffy Duck are Earth's only hope when facing the threat of alien invasion.,https://www.imdb.com/title/tt15352542/?ref_=sr_i_91,"['Darrick Bachman', 'Peter Browngardt', 'Kevin Costello']",['Peter Browngardt'],"['Eric Bauza', 'Candi Milo', 'Peter MacNicol', 'Carlos Alazraqui', 'Fred Tatasciore', 'Kimberly Brooks', 'Laraine Newman', 'Peter Browngardt', 'Wayne Knight', 'Rachel Butera']","$15,000,000 (estimated)","$3,158,830","$15,489,185","$8,875,344","March 14, 2025","['United States', 'Canada']","['Tenerife, Canary Islands, Spain (Studio)']",['Warner Bros. Animation'],"Awards, 1 win & 5 nominations total","['Alien Invasion', 'Animal Adventure', 'Buddy Comedy', 'Farce', 'Hand-Drawn Animation', 'Quirky Comedy', 'Slapstick', 'Adventure', 'Animation', 'Comedy']",['English']
92. A Real Pain,2024,1h 30m,R,7.0,164K,85.0,"Mismatched cousins reunite for a tour through Poland to honor their beloved grandmother, but their old tensions resurface against the backdrop of their family history.",https://www.imdb.com/title/tt21823606/?ref_=sr_i_92,['Jesse Eisenberg'],['Jesse Eisenberg'],"['Kieran Culkin', 'Jesse Eisenberg', 'Olha Bosova', 'Banner Eisenberg', 'Jakub Gasowski', 'Will Sharpe', 'Daniel Oreskes', 'Liza Sadovy', 'Kurt Egyiawan', 'Jennifer Grey']","$3,000,000 (estimated)","$228,856","$24,856,027","$8,344,978","November 15, 2024","['United States', 'Poland']","['Majdanek, Lublin, Lubelskie, Poland (concentration camp)']","['Topic Studios', 'Extreme Emotions', 'Fruit Tree']","Won 1 Oscar, 69 wins & 96 nominations total","['Buddy Comedy', 'Comedy', 'Drama']","['English', 'Polish']"
93. Love Lies Bleeding,2024,1h 44m,R,6.6,65K,77.0,"Reclusive gym manager Lou falls hard for Jackie, an ambitious bodybuilder headed through town to Vegas in pursuit of her dream. But their love ignites violence, pulling them deep into the web of Lou's criminal family.",https://www.imdb.com/title/tt19637052/?ref_=sr_i_93,"['Rose Glass', 'Weronika Tofilska']",['Rose Glass'],"['Anna Baryshnikov', 'Kristen Stewart', 'Dave Franco', ""Katy O'Brian"", 'Jena Malone', 'Eldon Jones', 'Ed Harris', 'Catherine Haun', 'Orion Carrington', 'Matthew Blood-Smyth']",,"$150,765","$12,792,360","$8,335,797","May 3, 2024","['United Kingdom', 'United States']","['Crowne Plaza Hotel - 1901 University Boulevard NE, Albuquerque, New Mexico, USA (Bodybuilding Competition scenes)']","['A24', 'Film4', 'Escape Plan Productions']","Nominated for 1 BAFTA Award, 5 wins & 50 nominations total","['Dark Romance', 'Drug Crime', 'Erotic Thriller', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']","['English', 'French']"
94. Sketch,2024,1h 33m,PG,6.6,6.4K,78.0,"When a young girl's sketchbook falls into a strange pond, her drawings come to life-chaotic, real and on the loose. As the town descends into chaos, her family must reunite and stop the monsters they never meant to unleash.",https://www.imdb.com/title/tt26238710/?ref_=sr_i_94,['Seth Worley'],['Seth Worley'],"['Tony Hale', ""D'Arcy Carden"", 'Bianca Belle', 'Kue Lawrence', 'Kalon Cox', 'Jaxen Kenner', 'Genesis Rose Brown', 'Randa Newman', 'Allie McCulloch', 'Nadia Benavides']","$4,800,000 (estimated)","$2,438,336","$10,253,737","$8,129,808","August 6, 2025",['United States'],"['Tennessee, USA']","['2521 Entertainment', 'Morphan Time Productions', 'Wonder Project']","Awards, 2 wins & 3 nominations total","['Dark Comedy', 'Dark Fantasy', 'Supernatural Fantasy', 'Adventure', 'Comedy', 'Family', 'Fantasy']",['English']
95. The Fire Inside,2024,1h 49m,PG-13,6.7,3.7K,76.0,Claressa Shields becomes the first American woman to win a gold medal only to learn that not all dreams are created equal.,https://www.imdb.com/title/tt6133444/?ref_=sr_i_95,['Barry Jenkins'],['Rachel Morrison'],"['Ryan Destiny', 'Brian Tyree Henry', 'Jazmin Headley', 'Kylee D. Allen', ""De'Adre Aziza"", 'Chrystian Buddington', 'Maurice Wayne Anglin', 'Teanna Weir', 'Idrissa Sanogo', 'Taytem Douglas']","$12,000,000 (estimated)","$1,958,551","$8,104,331","$8,093,190","December 25, 2024","['United States', 'Canada']","['Toronto, Ontario, Canada']","['Metro-Goldwyn-Mayer (MGM)', 'Michael De Luca Productions', 'Pastel']","Awards, 5 wins & 17 nominations total","['Boxing', 'Docudrama', 'Biography', 'Drama', 'Sport']",['English']
96. Megalopolis,2024,2h 18m,R,4.7,43K,55.0,"The city of New Rome faces the duel between Cesar Catilina, a brilliant artist in favor of a Utopian future, and the greedy mayor Franklyn Cicero. Between them is Julia Cicero, with her loyalty divided between her father and her beloved.",https://www.imdb.com/title/tt10128846/?ref_=sr_i_96,['Francis Ford Coppola'],['Francis Ford Coppola'],"['Adam Driver', 'Giancarlo Esposito', 'Nathalie Emmanuel', 'Aubrey Plaza', 'Shia LaBeouf', 'Jon Voight', 'Laurence Fishburne', 'Talia Shire', 'Jason Schwartzman', 'Kathryn Hunter']","$120,000,000 (estimated)","$4,007,797","$14,447,666","$7,629,085","September 27, 2024",['United States'],"['New York City, New York, USA']","['American Zoetrope', 'Caesar Film']","Awards, 3 wins & 19 nominations total","['Dark Fantasy', 'Epic', 'Fantasy Epic', 'Sci-Fi Epic', 'Tragedy', 'Drama', 'Fantasy', 'Sci-Fi']","['English', 'Latin', 'Spanish', 'German']"
